 	non	so	cosa	stai	scrivendo	</S>
a31	0.137573932	0.034032655	0.0083808805	0.618165085	0.20070067	0.00114679395
a21	0.0553134048667	0.100026588333	0.0065208564	0.626532561667	0.21072677	0.000879818673333
a31	0.0222564488222	0.121537464111	0.00319199256667	0.654930853889	0.197678703333	0.000404522061111
a10	0.00914781117407	0.0902369227037	0.00355609862222	0.677979737963	0.218413644444	0.00066577210037
a7	0.00789207462469	0.0807406015679	0.00372654677407	0.477739259321	0.428119974815	0.00178150876679
a41	0.0261743685416	0.0661447045226	0.00375258259136	0.277197103107	0.616031691605	0.0106995184223
a31	0.0359997225139	0.0715259681742	0.0486512428638	0.225597987702	0.523373653868	0.0948514218074
a8	0.0206699460513	0.0415006071914	0.0615294114879	0.184359005901	0.572523704623	0.119417319269
a31	0.0090311829971	0.0202083675305	0.0520141510293	0.122278366634	0.543564794874	0.25290310509
a8	0.0050745266657	0.0125144941102	0.0488136974264	0.0950195402113	0.545948504958	0.292629220897
a23	0.0022000066219	0.00578723807007	0.0167126473921	0.0800643367371	0.784165401653	0.111070370499
a8	0.0014022494073	0.00659990279002	0.00720766726403	0.077965145579	0.828042413884	0.0787826061663
a31	0.0014749181691	0.00920060726334	0.0110790517213	0.142785825193	0.728360361295	0.107099227055
a21	0.00163633835637	0.00760770315445	0.0116573070404	0.169649435064	0.715630797098	0.0938184190183
a31	0.00156009888546	0.00496593678482	0.00719080381347	0.157796895021	0.775902685699	0.0525835686728
a24	0.00247510076182	0.00537666679494	0.00646600847116	0.150907946674	0.7803950819	0.0543791865576
a21	0.0193552322539	0.0243191571316	0.0212127900237	0.170176857225	0.696718333967	0.0682176148525
a31	0.0238969118846	0.0297891303772	0.0259707689412	0.163966469075	0.690157451322	0.0662192662842
a17	0.0189773150949	0.0265328974591	0.0225398479137	0.103412403025	0.691053173774	0.137484362095
a20	0.0443474336983	0.055342349153	0.0479366713046	0.113602054342	0.533966907925	0.204804594032
a0	0.0527034322328	0.0623568177177	0.0543133097682	0.135062444781	0.539989562642	0.155574468011
a31	0.0293688236443	0.0391354005726	0.0314852555894	0.101727961594	0.670278254214	0.128004299337
a8	0.0196437957814	0.0313562368575	0.0235266335298	0.0853960405313	0.681860484738	0.158216799779
a37	0.0452028859271	0.0605859139525	0.0504627145099	0.114230356844	0.512909278246	0.216608866593
</S>	0.0676655479635	0.0862988594763	0.073672977255	0.120533953422	0.399576864123	0.252251813297
