 	non	aveva	da	stare	</S>
a37	0.9367989	0.06120082	0.001623562665	0.00013092908	0.000245749283
a38	0.95419685	0.0436057963333	0.00167885733833	0.000279949333333	0.000238513332
a24	0.732785683333	0.0165087101111	0.000775752979443	0.240405438361	0.00952439274833
a8	0.564067621111	0.0102345767037	0.000825471609814	0.410583792787	0.0142885424494
a17	0.44338289137	0.00776963023457	0.000830409383271	0.532455860929	0.0155612806831
a31	0.293495791457	0.00303238397819	0.00064276342109	0.649290343643	0.0535387792277
a20	0.261423003819	0.00165250481606	0.000707891953697	0.648624754548	0.0875918677426
a8	0.180075804606	0.015707780862	0.0176378251512	0.630858384849	0.155720217248
a31	0.121634139869	0.020159711424	0.0232347724504	0.662856728283	0.172114672416
a20	0.0682999682897	0.058967228278	0.0631414382168	0.625131489428	0.184459904139
a31	0.0520507240966	0.0729515871927	0.0789332437389	0.389286286476	0.406778158046
a8	0.0364056626989	0.127007143498	0.16155611558	0.285934922159	0.389096150349
a31	0.0384547455663	0.159050724499	0.22679616386	0.255857467386	0.319840881116
</S>	0.0404516797832	0.10220722725	0.17394526993	0.254907848693	0.428487940558
