 	sto	e	cucino	</S>
a31	0.288695695	0.6903991	0.0182802825	0.00262494805
a20	0.148402238333	0.839839653333	0.010258730735	0.0014994156
a31	0.245543849444	0.750443761111	0.00348819002333	0.000524231431667
a37	0.287546236481	0.711008843704	0.00122802996378	0.000216909062222
a18	0.37986843216	0.619470124568	0.00043353868626	0.000227903437407
a31	0.57488301072	0.422289808189	0.00050931101442	0.00231786545914
a20	0.659743436907	0.330264916063	0.00160489500481	0.00838675315305
a31	0.718192878969	0.204570042021	0.00441818416827	0.0728188867177
a28	0.585523166323	0.28358872734	0.0314333090561	0.0994547969059
a33	0.381001468774	0.298824809113	0.220543019685	0.0996307169686
a31	0.248786926258	0.204050653038	0.277154919895	0.270007522323
</S>	0.216033408129	0.207832301519	0.169673264948	0.406461046162
