 	viene	fabbricato	</S>
a31	0.021324236081	0.97670205	0.001973692865
a24	0.007736141581	0.9910837	0.001180122865
a31	0.00455377746033	0.99347097	0.00197527278833
a18	0.00546290258678	0.991180696667	0.00335643456278
a31	0.0133984561956	0.982870752222	0.00373082032093
a37	0.0491717653985	0.945724904074	0.00510335977364
a31	0.194684405133	0.796508921358	0.00880668692455
a20	0.405530801711	0.575498007119	0.0189711899749
a41	0.420458117237	0.515790235706	0.0637516379916
a31	0.242842446412	0.663516111902	0.0936414473305
a35	0.221643906137	0.614832923967	0.163523180444
</S>	0.298658703069	0.461207741984	0.240133575222
