 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
a31	0.06762263	0.050638426	0.070794453	0.3127454815	0.013621401	0.040515559	0.0509594985	0.111644183	0.268217205	0.00467437215	0.0085668702
a10	0.0396077467667	0.0210678196333	0.0958387896667	0.3152163805	0.00549807681833	0.0486770746667	0.0934351595	0.102305156333	0.252674171667	0.0114598717167	0.0142198287333
a31	0.0220319200222	0.00783620487777	0.138815936556	0.174351480167	0.00185663436078	0.0507167882222	0.118689379833	0.163829958778	0.292415057222	0.0141094850389	0.0153471709111
a10	0.0163941429407	0.00330212465259	0.113346554852	0.135174416722	0.000674486136593	0.0497455094074	0.123905766611	0.253731509593	0.276275319074	0.00965165381297	0.0177985189704
a28	0.00745750458023	0.00373093987753	0.0558425856173	0.0825308222407	0.000562030792198	0.0430879681358	0.11305393487	0.207141306864	0.463904376358	0.00686879673766	0.0158197691568
a10	0.00390831514008	0.00394121206584	0.0270928240058	0.0409629260802	0.000645320964066	0.0213032194786	0.0528300649567	0.0798848999547	0.758788048786	0.00428503071255	0.0063581671856
a21	0.0871569569934	0.0142165061286	0.160341472135	0.0780879106934	0.00196756412136	0.0189099782595	0.0244997879856	0.0357564999849	0.570661564595	0.00401622457085	0.0043855557952
a38	0.192703688998	0.0308907300429	0.409728417378	0.0963394682311	0.00483586547379	0.0172036299198	0.0157566343285	0.0215737636616	0.203003557198	0.00423015345695	0.0037340801984
a41	0.171830000999	0.029381956681	0.572149639126	0.0677685824104	0.00497647389126	0.0071509396066	0.0121858131095	0.0376948988872	0.0912217043993	0.00324079828565	0.00239915939947
a31	0.087008811413	0.0159405040937	0.431756049709	0.147321085803	0.00514607369709	0.00886923166887	0.0113482253698	0.102768799629	0.104349919466	0.0348098156286	0.0506814702998
a18	0.037951466551	0.00816215436457	0.205363473236	0.267140681934	0.00513146773236	0.010001110523	0.0109301017899	0.19068124321	0.151042236489	0.0458770941429	0.0677189659333
a31	0.021558290449	0.00528596412152	0.129117159745	0.294640840645	0.00319842341079	0.00839018247433	0.00974802142997	0.181514924403	0.24794992883	0.056385496981	0.0422107584778
a21	0.0145931397483	0.00468060890717	0.072855059915	0.315077020215	0.0046694968036	0.00896311915811	0.00890038030999	0.169391968134	0.307910272943	0.0596378981937	0.0333210311259
a31	0.0124115788828	0.00463344596906	0.066945626305	0.412008900072	0.0058506456012	0.0081558590527	0.0109048154367	0.163502321045	0.249608234314	0.0457653639312	0.0202131936753
a18	0.0216920799276	0.0120856536564	0.072075622435	0.434978623357	0.0197482788671	0.0114447470176	0.0135667748122	0.116848648682	0.238608774771	0.0423984047437	0.0165523535584
a17	0.0310058486425	0.0176959645521	0.064950736145	0.498186397786	0.026723171289	0.0109978079059	0.0107107334707	0.103773759561	0.20651045159	0.0193379990146	0.0101070738528
a20	0.0360214278808	0.0141260688507	0.0832495320483	0.479833865929	0.0171269690963	0.00956758386863	0.0179436363569	0.127885513187	0.11594801153	0.0425337723382	0.0557636006176
a3	0.0466414279603	0.0157526622836	0.100644124016	0.412933788643	0.0131451003654	0.0116574922895	0.0264225237856	0.139717694396	0.0784630648433	0.0665475897794	0.0880745585392
a35	0.0429797449868	0.0190968147612	0.0742453613387	0.528416796214	0.0116586397885	0.0117116950965	0.0196848189285	0.0955375764653	0.0978016216144	0.0464799084265	0.0523870531797
a37	0.0439147106623	0.0210506655871	0.0622338621129	0.496426248738	0.0119726049295	0.0125399363655	0.0202663413095	0.0961758438218	0.116038583871	0.0595853056422	0.0597959363932
a38	0.0562805385541	0.030269605529	0.0634883257043	0.367615666246	0.0220258063098	0.0183649164552	0.0244354447698	0.0986885799406	0.180832764624	0.0709382762141	0.0670601087977
a31	0.047287133518	0.030550551843	0.0516183942348	0.225443090082	0.0240912228699	0.0157004719184	0.0176960619233	0.0690525546469	0.216912361541	0.220505353071	0.0811428262659
a37	0.034112643506	0.0253815836143	0.0418617417449	0.139078454694	0.0222923297233	0.0135694104061	0.0170716723078	0.0685549508823	0.276718150514	0.272102986024	0.089256085422
a21	0.070089194502	0.0541707625381	0.058834531915	0.163884458231	0.0474547345744	0.0328856561354	0.0281875594359	0.0629529752941	0.311400913505	0.118102793675	0.0520364158073
a31	0.086358326834	0.0673343865127	0.0698525139717	0.114652588744	0.0514250281915	0.0318762738451	0.0266471684786	0.0624620367647	0.217553991168	0.192478074558	0.0793595992691
a29	0.069739674278	0.0529730311709	0.0571321113239	0.0778213855813	0.0405932403972	0.0211730430817	0.0240106484929	0.0889618322549	0.234628520389	0.232211284853	0.100755224423
a31	0.099867851426	0.0643649753903	0.0590261904413	0.0647163605271	0.0590471144657	0.0181105433272	0.0245640771643	0.0981666907516	0.22036335213	0.174653094951	0.117119759474
a33	0.116877307142	0.0788158201301	0.0717993401471	0.053877515509	0.0825370714886	0.0306258440757	0.0341399357214	0.0854753835839	0.17591440271	0.14724864165	0.122688726491
a20	0.113238855714	0.0872495633767	0.080326908049	0.0757953351697	0.0910838071629	0.0551349980252	0.0537681319071	0.0757149511946	0.182388260903	0.0951532822167	0.0901458688303
a31	0.154431305238	0.0977206544589	0.0824577540163	0.0545816853899	0.100195365721	0.0408566130084	0.0432522573024	0.0720651703982	0.127634743634	0.109777862406	0.11702653961
</S>	0.185325652619	0.100450082229	0.0815765020082	0.0302431081949	0.10976543786	0.0222571720042	0.0281083936512	0.0703592351991	0.088385926817	0.133399966203	0.150128464805
