 	l	ho	sentito	che	veniva	</S>
a41	0.63135715	0.3329304585	0.000687650717	0.00277934609	0.03216462045	8.0749602e-05
a31	0.363276246667	0.475756872833	0.000535768983667	0.01958605923	0.135627866817	0.00521720302733
a24	0.435459378889	0.362141754278	0.000529519861222	0.0293481677433	0.165447192272	0.00707404696244
a15	0.69655763963	0.192965820426	0.000615454853741	0.0185074549144	0.0886904297573	0.00266322412748
a28	0.763831759877	0.0918530314753	0.00139343368458	0.0126439106381	0.129053468919	0.00122439382916
a0	0.602522553292	0.0469112291584	0.00241841959486	0.0143148752127	0.33181365964	0.00201924187639
a31	0.317143805097	0.0299164127195	0.00222861949829	0.0604778307376	0.586932253213	0.00330105249213
a11	0.140231202366	0.0231725939065	0.0020352108661	0.0836813869125	0.736358787738	0.0145208126974
a31	0.0821236249553	0.0139713339688	0.00305071332203	0.101589375637	0.773926765913	0.0253381758991
a39	0.0640418724851	0.0108406641563	0.00250801139734	0.0979827202123	0.781649171971	0.0429775579664
a20	0.306103064162	0.0116466912188	0.00191308628911	0.0418740520708	0.58399395399	0.0544691526555
</S>	0.529433762081	0.0137618456094	0.00239428764456	0.0277945315354	0.378490371995	0.0481251963278
