 	vuole	pianto	</S>
a39	0.8401242	0.159702892	0.000172956225
a31	0.572938683333	0.426646757333	0.000414568328333
a41	0.345652401111	0.653820609111	0.000526998552778
a31	0.506922443704	0.49277095437	0.000306600234259
a37	0.756550834568	0.242730636123	0.000718498128086
a11	0.804398391523	0.190822435374	0.0047791480427
a39	0.573894383841	0.375829555125	0.0502760390142
a31	0.327462374614	0.564459135042	0.108078483005
a46	0.216207023205	0.674165228347	0.109627757668
a31	0.113985136068	0.535518386782	0.350496492556
</S>	0.100359073034	0.293982409391	0.605658546278
