 	non	ha	da	mangiare	</S>
a31	0.49321311	0.172568855	0.0427591905	0.290949586785	0.00050929295
a20	0.34594539	0.148596840633	0.0360797142343	0.469019888928	0.000358197443333
a31	0.586657043333	0.052165545511	0.0121059093524	0.348819144643	0.000252370704444
a41	0.557252214444	0.0204557757703	0.00411097521413	0.417955583214	0.000225443848148
a10	0.348085728148	0.0728491795234	0.00152251194804	0.576898461071	0.000644123652716
a31	0.550301732716	0.0963621405078	0.00073620185268	0.351557925357	0.00104201675091
a15	0.536393818905	0.0548683708359	0.000747434800893	0.401696646786	0.00629373911697
a31	0.373464614302	0.100919960279	0.000978164500298	0.427696387929	0.0969408727057
a39	0.500532148101	0.161202113426	0.0022259001001	0.206341464976	0.129698385569
a37	0.560582659367	0.134527257809	0.0277215573667	0.149893958325	0.127274599856
</S>	0.544053629684	0.0977496889045	0.0519571986833	0.128799839162	0.177439689928
