 	forse	sono	usciti	</S>
a23	0.9611581	0.021485079	0.01558392345	0.001772875325
a31	0.978044083333	0.0152553674667	0.00565379627333	0.00104675849167
a23	0.989662374444	0.00684215352223	0.00221595111444	0.00127955903056
a31	0.940941871481	0.00384636287408	0.000954754668147	0.0542570285435
a10	0.908753903827	0.00376546565803	0.0149874676527	0.0724931794145
a37	0.932083214609	0.00715035578601	0.0333295865509	0.0274369099382
a31	0.951757671536	0.00637810828534	0.0257433278503	0.0161209628794
a37	0.716171373845	0.0434402314518	0.154095664283	0.0862927769598
a31	0.528019754615	0.0559996219506	0.198166880294	0.217813785653
a39	0.421094958205	0.197781206784	0.179712065631	0.201411803218
a31	0.171628482735	0.248273226261	0.193836121877	0.386262175739
</S>	0.0916282463675	0.12956983413	0.130690540938	0.64811137287
