 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
a31	0.0315235861	0.83262655	0.074182091635	0.00952849328	0.001218552805	0.008460163	0.00077640412	0.00317859835	0.001650661	0.0021804108	0.027321814335	0.007131312355	3.88260693e-05	0.000182542377
a15	0.0289269971	0.524070976767	0.0791591182117	0.0162988810933	0.011321135935	0.022110442	0.01731168652	0.00592447445	0.0113057026667	0.0428388297	0.0685630081117	0.170594491785	0.0002635153411	0.001310729699
a20	0.0288493725333	0.193046450022	0.0368404112372	0.0184680000311	0.0181639253117	0.05453122	0.0413427675067	0.163493683983	0.0754633048889	0.0756999232333	0.0656345571372	0.226414182928	0.000440333720367	0.00161190666967
a31	0.0149042150111	0.109066696007	0.0780004645791	0.049096739677	0.0157228907706	0.0691148586667	0.0350634141689	0.343154147994	0.10079310663	0.0476017173111	0.0240433743124	0.112502418309	0.000309013193456	0.000626992313223
a39	0.0214772336704	0.069180088669	0.144206188193	0.122887833226	0.0476313035902	0.0583657368889	0.0297876090563	0.282973925998	0.0558559585433	0.0441201320037	0.0423092389375	0.080203579103	0.000248748777819	0.000752447991074
a31	0.0674114625568	0.0337115018897	0.178500862731	0.206535251075	0.0587384231967	0.0423836482963	0.0271229552188	0.160463711999	0.0329399391811	0.0443438346679	0.0518916783125	0.094555467701	0.000387289272606	0.00101397845369
a15	0.0736486951856	0.0213711222966	0.163386714244	0.221796100358	0.0460799967322	0.0484354267654	0.0295689689396	0.111839607333	0.0301806180604	0.061873675556	0.0947392547708	0.095088452567	0.000437716420869	0.00155365344123
a31	0.178043632729	0.0133678670989	0.144419078081	0.192833533453	0.0445316495774	0.0475105242551	0.0297993677465	0.0835396937777	0.0270601836868	0.0667061303187	0.112047874257	0.0570496028557	0.000619663823623	0.00247120381374
a18	0.211898810243	0.010536781033	0.13072528936	0.164741971151	0.0438477181925	0.0528578634184	0.0265737670155	0.0666545442592	0.0297498955623	0.0766881719062	0.140429020752	0.0423455439519	0.000614453724541	0.00233617140458
a8	0.108854666081	0.0515015336777	0.155353489787	0.122402763717	0.0441661427308	0.0730846478061	0.0322459120052	0.0772490130864	0.0369736358541	0.0975256716354	0.175247776917	0.023652309984	0.00028933986818	0.00145308926819
a31	0.0744368283603	0.0614248495926	0.238129696596	0.154004384572	0.0436238019103	0.0563425659354	0.0210799223351	0.130319504362	0.0416029472847	0.0576992725451	0.092170090539	0.026787205328	0.00117102819939	0.0012078990894
a3	0.0308920684534	0.0288143005642	0.205724422199	0.175389031524	0.0608979083034	0.0595121419785	0.0183035571117	0.166457081454	0.0598865650949	0.0455938718484	0.107445058413	0.038596666776	0.00144378427246	0.00104354334647
a31	0.0147462901511	0.0188123471881	0.291630630733	0.212170330508	0.0527623967678	0.0512081526595	0.0151793593039	0.115106566151	0.0498824596983	0.0365210467828	0.111552809354	0.029420133592	0.000520349983487	0.00048709474549
a39	0.0124253193837	0.024261691396	0.353548440244	0.235872810169	0.0453817095893	0.0398335128865	0.0107963097013	0.100942644384	0.0409700232328	0.0252701307609	0.0859407563347	0.024258875864	0.000210335604496	0.000287406675163
a31	0.0111009792612	0.026636857632	0.345754910081	0.25581670339	0.0463219221964	0.0404658526288	0.0097756790671	0.0998141527947	0.0416024880776	0.0221802146536	0.0775512631682	0.0226675876213	0.000102983249832	0.000208399725054
a17	0.0201653302204	0.068984972044	0.371093256694	0.253395717797	0.0390992730655	0.0282495812096	0.00719494818903	0.0857350322649	0.0313992036925	0.0131440496179	0.0572800954461	0.0240216062071	8.6679964944e-05	0.000150251848351
a13	0.0300298240735	0.123711077348	0.284012768898	0.199673705932	0.0694023843552	0.0507127024032	0.024514592063	0.0801922994216	0.0340930762308	0.0186481275393	0.0592296218154	0.025093359069	0.000248368764981	0.00043810606945
a20	0.0198569394912	0.0872198084493	0.196285759633	0.173489988644	0.0817246074517	0.194513267468	0.0606317106877	0.0669370298072	0.0385088787436	0.0239510198464	0.0338875496051	0.0147170136897	0.00093408214166	0.00734236958982
a31	0.0164442849637	0.0346344801498	0.122863596544	0.127720667881	0.0586757551506	0.290091145823	0.0922338568959	0.0917812759357	0.0558673319145	0.0436226956155	0.035555965535	0.0159521602299	0.00205226151389	0.0125045188633
a13	0.0322873369879	0.11035637805	0.154426535515	0.10728045096	0.0495308737169	0.189337118608	0.0778956779653	0.107673066645	0.0590580239715	0.0463398638718	0.0374351785117	0.01896875941	0.00196062430463	0.0074500970011
a18	0.0336925006626	0.138422511017	0.173906181838	0.109361586987	0.0483578689056	0.200434979536	0.0589502896551	0.0989702888817	0.0511432579905	0.0266904752906	0.0245856795039	0.0290083958033	0.00214733293488	0.00432864038037
a31	0.0168213393209	0.0523112112057	0.105549642946	0.103991505662	0.0466339619685	0.254286689845	0.069974937885	0.0754698456272	0.0621250526635	0.0726658237635	0.0777743898346	0.0464864936011	0.00492986947829	0.0109792114601
a3	0.0273781195403	0.154502279602	0.092931549982	0.0832266268873	0.0476168939895	0.170913481948	0.0688205726283	0.0566746438757	0.0602004852212	0.0875359385878	0.0919631232782	0.041341807867	0.0052041681261	0.0116902842
a39	0.0379819688468	0.198206712534	0.110108303327	0.0924221139624	0.0541937813298	0.169913422649	0.0627990742094	0.0557444906252	0.0538735294071	0.0445424691959	0.0431827610927	0.061223444289	0.0077617630087	0.00804614344667
a0	0.0267930262823	0.0802957325113	0.0935157044423	0.0962769179875	0.0515732114433	0.240873090883	0.0568864134031	0.0688112935417	0.063458826469	0.040543206732	0.0425358860309	0.115065354763	0.0103709566696	0.0130003251489
a31	0.0148220195941	0.0314034348371	0.0594581241474	0.0641332533292	0.0355310684811	0.209798080294	0.0449833141344	0.0637508678472	0.0549251741563	0.079413090244	0.205204574344	0.111221869921	0.00750790865653	0.0178471570496
a20	0.031062670698	0.0615189299457	0.0463662390491	0.0507967251097	0.0323048791604	0.175640070098	0.0571560323781	0.0659441026157	0.0439237053854	0.085286240748	0.247173249448	0.0753672299737	0.0102643989855	0.0171954968499
a13	0.058100233566	0.0911572166486	0.069085754683	0.0746242103699	0.0525195773868	0.169437986699	0.0730708774594	0.0736177508719	0.0535246471285	0.0512034842493	0.0971619224827	0.0924255883246	0.0253164426618	0.01875429145
a0	0.053266008522	0.0594456755495	0.0759858348943	0.08134612879	0.0586758701289	0.1502952389	0.0612050211531	0.0655204049573	0.0626419190428	0.0467151464164	0.0649118734942	0.165666562775	0.0311788962206	0.0231454214833
a31	0.030461643674	0.0313162135165	0.0496287796314	0.0531048035967	0.0377726213763	0.135618592967	0.041505452051	0.0520013839858	0.0488098146809	0.0607024488055	0.252363755831	0.162419757592	0.0191846704069	0.0251101134944
a15	0.042240618058	0.0577151928388	0.0436044945438	0.0465755651989	0.0365808091254	0.127407047656	0.0531354483503	0.0549489223286	0.039780223227	0.0619731812685	0.29645738161	0.0921138271973	0.021386298469	0.0260810321648
a31	0.0470317090193	0.0729821909463	0.0417171798479	0.0449202983996	0.0383718893751	0.121735069219	0.0606542467834	0.0542679177762	0.0373463647423	0.0626233104228	0.285741990203	0.0695426703991	0.024891042823	0.0381741353883
a18	0.0424575193398	0.0661728469821	0.041937211616	0.0451364994665	0.0438583147917	0.10877832774	0.0641079015945	0.0487806275921	0.0383798985808	0.0682409661409	0.283911232068	0.0682003034664	0.032800450941	0.0472379227961
a31	0.0418764651133	0.075789090994	0.043155078872	0.0479312618222	0.0535227875972	0.101286883913	0.0764845305315	0.0469685401974	0.0424420158603	0.078437528047	0.204753119356	0.0667569478221	0.044190013647	0.076405751932
a7	0.0379016237044	0.0767696756647	0.0433593279573	0.0496131192741	0.0595151815324	0.100311414638	0.0891578935105	0.0424181223991	0.0429890029534	0.0831629516823	0.176580811785	0.0627564379407	0.0496425478823	0.0858218933107
a39	0.0585135245681	0.0822708652216	0.0681440593191	0.073678629758	0.0760680921775	0.104270929879	0.0979780545035	0.0552995527997	0.0572387523178	0.0655203908941	0.0709578799283	0.0712871326469	0.0611146892941	0.0576574617702
a46	0.073184384856	0.0836636617405	0.083023519773	0.0859876032527	0.0832036140592	0.0900116649597	0.0847517915012	0.0580790535999	0.0641320207726	0.056215676298	0.0366612616428	0.0829719822156	0.068211163098	0.0499026165901
a18	0.0697950866187	0.0733152952468	0.0799644032577	0.0821367464176	0.0767688113531	0.0895185649866	0.0734201221671	0.0609150778666	0.0664954835909	0.0560483320993	0.0482728682143	0.113052710739	0.062690483366	0.04760599353
a16	0.0730456738729	0.0730447097489	0.0807619277526	0.0824873808059	0.0775193971177	0.0852191903289	0.0709150557224	0.0601335859555	0.065954771197	0.0548896646998	0.0504413574048	0.116175128913	0.0635520134553	0.04586010651
a31	0.0616997539576	0.0717069012496	0.0636824982509	0.0646649472686	0.0651065630392	0.0754510087763	0.0622631052408	0.0435026676518	0.0479568600657	0.0611667348999	0.189899730468	0.0808203403043	0.0548355514851	0.05724331417
a8	0.0517623539859	0.0677656130832	0.0486790797503	0.0500493027562	0.0556583196797	0.0729691895921	0.0619538137469	0.0539991815506	0.0436398796886	0.0706297016333	0.241257877156	0.0688070221014	0.0499931041617	0.06283553939
a31	0.0513545029953	0.0759300903611	0.0449873369168	0.0473039222521	0.0585658545599	0.068042469864	0.0705922075823	0.0580752048502	0.0449818568962	0.0802796038778	0.197563816052	0.0640090090338	0.0555964880539	0.08271762113
a39	0.0487537159984	0.0780129281204	0.0445365246389	0.0472931874174	0.06067470352	0.068615503288	0.0753037901941	0.0494518792834	0.0449481026321	0.0845031492926	0.182093007351	0.0647445266779	0.0585871493513	0.0924818313767
a31	0.0461628156661	0.0805180113735	0.0448015908796	0.0483031668058	0.06440085984	0.0683787377627	0.081403133398	0.0468408550945	0.046528561544	0.0887911497642	0.156215997784	0.065090838226	0.0627954221171	0.0997688514589
a0	0.0422315005554	0.0808348324578	0.0428119796265	0.0467111546019	0.0641938199467	0.0705459605876	0.0843683911327	0.0433737370315	0.0465445545147	0.0927278399214	0.150109029261	0.0666091600753	0.0632836283724	0.105654397153
a39	0.0612203585185	0.0826538508193	0.0643063365422	0.067170533534	0.0763741866489	0.0765685715292	0.0874138483776	0.0574262990105	0.0602317315049	0.0772863323071	0.068305347087	0.0729327500251	0.0717806481241	0.076329208051
a17	0.0731882928395	0.0835718236064	0.0769781388474	0.078661553178	0.0812798155496	0.0769394421764	0.0823960741259	0.0632726196702	0.066372093835	0.065810143769	0.0378771606957	0.076489788675	0.0742599260414	0.062903153017
