 	è	che	stanno	ancora	alzati	</S>
a20	0.4951966514	0.12784080225	0.09436548465	0.2801841064	0.0016489551765	0.00076401533
a31	0.299622378067	0.144907495083	0.113548162217	0.4396840488	0.000557850960433	0.00168008614333
a20	0.235868468822	0.090674509361	0.257040028072	0.4143464496	0.000190984900744	0.00187961491444
a31	0.134044925741	0.0577921081203	0.296609097357	0.5070832232	6.96594754813e-05	0.00440104400481
a20	0.0989571275137	0.0924092610401	0.347648900452	0.455753172733	9.94757770604e-05	0.00513205406827
a28	0.0379322064379	0.126868460347	0.612401533484	0.215397012578	0.00132886079902	0.00607190208942
a31	0.0293195154793	0.114808586782	0.554279217828	0.287375380859	0.00269005036634	0.0115272280298
a29	0.0910876034931	0.151053538927	0.350062129276	0.33259109362	0.00941043165545	0.0657951693433
a46	0.100542711998	0.123944896309	0.226513009759	0.447026231207	0.0135585178852	0.0884146241144
a31	0.0558457514993	0.169472162103	0.15033941992	0.452518439069	0.0188848622951	0.152939379038
a20	0.0613889804998	0.218101196034	0.124964843307	0.251186948356	0.146219947432	0.198138089679
a31	0.0474650734999	0.153557614011	0.153825821102	0.207714289452	0.227840222477	0.20959698656
a39	0.0569942678333	0.132181558004	0.163654239034	0.132291264151	0.319098014159	0.195780682853
a20	0.0776771559444	0.114526929335	0.114000936678	0.0748248033837	0.516102838053	0.102867361618
a8	0.0714338153148	0.0953095197783	0.083826437226	0.0524521261279	0.624211066018	0.0727670485393
a20	0.0676462951049	0.0886328265928	0.071536533742	0.0482079760426	0.662885275339	0.0610911008464
a24	0.067685747035	0.0872970355309	0.066077234914	0.0577760173475	0.660383778446	0.0607802202821
a46	0.070192724345	0.0838766418436	0.0650699319713	0.0494552194492	0.672996366149	0.0584091547607
a8	0.072519540115	0.0871354839479	0.0667751453238	0.0328310118164	0.68950404205	0.0512347895869
a23	0.0796235573717	0.0946765546493	0.0684240651079	0.0224940536055	0.691244934017	0.0435368548623
a8	0.0830884424572	0.109385284883	0.070475197036	0.0207969232018	0.675604531339	0.0406496566208
</S>	0.0818471682286	0.121595102441	0.071720506518	0.0227157356009	0.661313265669	0.0408082583104
