 	il	vestito	della	sposa	deve	essere	bianco	</S>
a20	0.4637259	0.0422446965	0.360474115	0.026348615	0.0066022058	0.0016540809	0.09758145509	0.00136892941
a31	0.1896520732	0.0178098038667	0.373885840333	0.0258154323333	0.00330154056667	0.000618470994667	0.383049661697	0.00586717720333
a7	0.0798725469333	0.0069331446889	0.279510242111	0.0171038762444	0.00130710468556	0.000217658707656	0.606827053899	0.00822838906778
a31	0.0432544517111	0.00291647408297	0.226057601704	0.0165546495481	0.000778494825187	0.000272907783985	0.700474017966	0.00969145702259
a21	0.060577390637	0.00138134348099	0.304460028235	0.0206146088494	0.000593752946396	0.000292605459495	0.603007692655	0.0090726276742
a31	0.223435016879	0.00155928746033	0.443212709412	0.0424585309498	0.000228644738465	0.000225928851332	0.279701708885	0.00917820522473
a11	0.241852026293	0.00253091038678	0.368827903137	0.0468483039833	0.000111843539822	0.000213779051777	0.329251494295	0.0103637465416
a31	0.208300282764	0.00306469112893	0.287684467712	0.157540404994	6.48210776073e-05	0.000445318918592	0.335951987098	0.00694800731387
a46	0.204153754255	0.00374007847631	0.210406112571	0.191881474798	0.000964732514869	0.000591986216197	0.382750651366	0.00551118877129
a31	0.103703160752	0.0088589734921	0.14279606419	0.192960791399	0.00125684276962	0.00107209414873	0.422820879122	0.12653119659
a17	0.236844189584	0.0183158574974	0.186496478063	0.2002564318	0.00524362592121	0.00411162738291	0.181873245041	0.166858562063
a20	0.272725161195	0.0198774178325	0.248467369354	0.0914560419333	0.0115182273071	0.0054530603943	0.19525655168	0.155246177221
a31	0.102292461398	0.0133104305108	0.170230797451	0.0615674726444	0.00965152156903	0.00794729173143	0.354208207227	0.280791792407
a20	0.078174893466	0.0342532040703	0.143166073484	0.0641035628815	0.0587934859897	0.0406633655771	0.327450769076	0.253394617469
</S>	0.103196711733	0.0581748070351	0.184454571742	0.0755041464408	0.111476047995	0.0698398857885	0.227273719538	0.170080108734
