 	possono	essere	ancora	svegli	</S>
a31	0.47745658215	0.0047359085	0.1715990683	0.343135405	0.00307302525
a20	0.187283728817	0.003013227201	0.4644780061	0.337228726667	0.00799628575
a23	0.265993936272	0.00107753952467	0.5991604187	0.125441082889	0.00832696815
a31	0.325712735424	0.00241005893156	0.599706146233	0.0566502416297	0.0155207776167
a20	0.485224121808	0.00298949201052	0.463520612078	0.0304592107766	0.0178065506056
a11	0.782377653936	0.00424991803684	0.178385684359	0.0183318521589	0.0166549149352
a20	0.804909584645	0.00749549817895	0.104179471786	0.043280109053	0.0401353696451
a31	0.769134361548	0.00668322649298	0.101726657262	0.0514075580177	0.071048185215
a37	0.830230667183	0.00444766283099	0.0743496510873	0.0309586353392	0.0600133507383
a31	0.822834222394	0.008665010677	0.0591689090291	0.0405403777797	0.0687914759128
a11	0.703323787465	0.0236114208923	0.087859436343	0.0984233759266	0.0867820086376
a46	0.530268629155	0.0527590992974	0.141738798781	0.210201178642	0.0650322912125
a31	0.369978939718	0.0646213630991	0.16694924626	0.253792609547	0.144657805404
a46	0.326667646573	0.0759701376997	0.149200862087	0.276491316516	0.171670021801
a31	0.275720825524	0.1140064459	0.183009154029	0.284450232172	0.142813337267
a20	0.192223828508	0.153599088633	0.19418079801	0.334302497391	0.125693788422
a28	0.151880736169	0.151504326211	0.19462823267	0.399711885797	0.102274842141
</S>	0.143835058084	0.129318463105	0.227391316335	0.374532422898	0.12492277107
