 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
a31	0.005803866013	0.01993270985	0.520147528	0.060506956	0.00474398645	0.0036832979	0.0090057791	0.0103035103	0.0399381843	0.02839833575	0.09524774305	0.000658924095	0.0206781113	0.00103889815	0.0060878725	0.167489112	0.00633523375
a29	0.00193910011996	0.0184454611167	0.244786218	0.0844098266667	0.00163086724233	0.00247885338	0.0401394037	0.0166561337667	0.123055376767	0.0646714559167	0.11754836435	0.000577146601667	0.0214981489667	0.000988332283333	0.0190986281667	0.235071540667	0.00700521091667
a35	0.000658754521947	0.00829151120557	0.143563801	0.0678922905556	0.000729690006443	0.01752767814	0.135509044567	0.0667322282556	0.217013648922	0.0897981869722	0.0673159097833	0.000351088610556	0.00889104934557	0.000570484157778	0.0222904358889	0.149468078556	0.00339618287556
a31	0.000233894376316	0.00581757740186	0.102623035333	0.0722930018519	0.000824797668814	0.0372008087133	0.188772488189	0.127112889419	0.241975316307	0.104801767324	0.0427319442611	0.000475038890185	0.00385377347186	0.000481473015926	0.010903173063	0.0585480425187	0.00135101734519
a39	8.9649502772e-05	0.00395661183395	0.102843988444	0.0675733539506	0.00112848465627	0.0667233379044	0.24157222273	0.144211206473	0.203989282102	0.101203729108	0.0311433774204	0.000455239290062	0.00215032020062	0.000421638956175	0.005106566721	0.0268075735062	0.000623444558397
a29	0.000223236007591	0.00304755511132	0.277830419481	0.0423068039835	0.00399743611876	0.0651308813015	0.235876594243	0.122538583824	0.138955530701	0.0671323707027	0.0146933578068	0.00592387510002	0.000995385310207	0.00114809820293	0.005105444007	0.0142137498354	0.000880698512799
a11	0.000266389690864	0.00402755550377	0.421188596494	0.0365231239945	0.00572678520625	0.0302315591005	0.181676431414	0.0969293929413	0.1172493469	0.0510759105676	0.00975160180227	0.0151814910333	0.00125119733674	0.00201769563431	0.00811010633567	0.0176694356118	0.0011233865876
a24	0.000135496543955	0.00850160550126	0.366525822165	0.0269284436648	0.0112234505688	0.0263423443668	0.178462743805	0.0749231543138	0.106295640633	0.0481539235225	0.0141874111341	0.0743312306778	0.00307562694558	0.00756594661144	0.0273575297786	0.0236509058706	0.00233874701253
a31	8.4343801685e-05	0.00855828686375	0.298812237388	0.0166015754216	0.0139409058563	0.0213890703556	0.166117327935	0.0855060281046	0.139858561878	0.0711969518408	0.0195837397114	0.0897106478926	0.00644493564853	0.00882244462048	0.0308972464729	0.0195180669569	0.00295768123751
a28	4.23170222617e-05	0.00361188651792	0.265073152463	0.0148734696739	0.00733505161877	0.0160324540185	0.164785655978	0.155066509368	0.172299637293	0.0980718256136	0.0206501012371	0.0341846557642	0.00978616654951	0.00306454221683	0.012964765871	0.020646536319	0.0015113247925
