 	e	che	cucino	</S>
a31	0.5235771	0.472558191	0.0035355332	0.000329192375
a24	0.310164806667	0.686690483667	0.00277825278667	0.000366467865
a31	0.520731175556	0.478030927889	0.00097676544889	0.000261124239
a11	0.528267511852	0.471140675963	0.000382803312963	0.000208971187
a46	0.537148957284	0.462303818654	0.000260504244321	0.000286724809
a41	0.788795695761	0.201539429551	0.00159037632477	0.008074547303
a20	0.870426728587	0.0990755501837	0.00330073687492	0.0271970287677
a36	0.745133962862	0.0771291087279	0.108530127058	0.0692068129226
a31	0.593545707621	0.128358027909	0.148211732353	0.129884520974
a46	0.52348182254	0.144471160636	0.168050800784	0.163996203658
</S>	0.45181986127	0.127032842318	0.253060450392	0.168086841829
