 	lo	sentii	che	arrivò	</S>
a11	0.437127485	0.27238911	0.0095212608	0.2795267245	0.001435366175
a31	0.2103442412	0.284209526667	0.0175339274667	0.484835234833	0.003077040625
a28	0.0875790442667	0.209216573456	0.0235314281556	0.676335108278	0.003337811575
a37	0.0705398640889	0.0753712003853	0.0142914871519	0.837943896093	0.00185356219167
a20	0.205270579696	0.0741404647951	0.015081747484	0.703241132031	0.00226615436389
a31	0.232431963232	0.090746053265	0.0160093692613	0.657843147344	0.0029695167213
a1	0.114775389411	0.0557881164217	0.00690923095377	0.820065805781	0.00246148174043
a0	0.311190054804	0.0608666191406	0.0232316954179	0.59405814526	0.0106534947468
a17	0.589725011601	0.0620416157135	0.0326508874726	0.29894892842	0.0166335282489
a31	0.4466049042	0.0259653919712	0.0199959041575	0.480582889473	0.0268509054163
a0	0.4040936184	0.0201696320571	0.0177785750525	0.517648746491	0.0403094168054
a46	0.4439353728	0.0281888853524	0.0256968100175	0.455628032164	0.0465508609351
a31	0.224807356933	0.0225856667841	0.0631306383392	0.544483577388	0.144992732312
a18	0.208763134978	0.0248515912614	0.0895453961131	0.494871959129	0.181967945437
a31	0.225116378326	0.0504430650871	0.136840888704	0.406505296376	0.181094409812
a39	0.162439519442	0.066142325029	0.230294602901	0.344863542125	0.196260013271
a31	0.161298736481	0.0869589750097	0.303202910967	0.273883894042	0.174655484424
a46	0.14300423416	0.100090293003	0.418734136989	0.173391254681	0.164780094808
</S>	0.11841247008	0.0929630985015	0.503785718495	0.14845499234	0.136383742404
