 	avete	cucinato	le	verdure	</S>
a20	0.86983148	0.1133747888	0.0102561912	0.00625116325	0.00028639656
a31	0.657545396667	0.222683502133	0.108252720067	0.0111399770833	0.000378408366667
a37	0.359253152222	0.258423997911	0.317740820022	0.0630238603611	0.00155817473556
a10	0.384509847407	0.086923992137	0.337340470007	0.189138603454	0.00208711577852
a20	0.623092195802	0.029337970939	0.163640775569	0.182756649485	0.00117242985951
a28	0.846206831934	0.009986977223	0.061797224423	0.0807219248283	0.00128707961984
a20	0.678693577311	0.004257567391	0.0355677118077	0.235832794943	0.0456484121399
a33	0.342442499104	0.00296565803033	0.0257418037692	0.441062014981	0.187788044047
a8	0.181196003035	0.00887853891011	0.0304009010897	0.38407336166	0.395451204682
</S>	0.141871996517	0.0150959144551	0.0418943905449	0.29617011583	0.504967602341
