 	ho	rotto	una	bottiglia	</S>
a31	0.257189953	0.2371447655	0.01196626373	0.4920086385	0.0016903558
a21	0.203356136333	0.0872927738333	0.00423874394333	0.7039579295	0.00115437902667
a31	0.315621648778	0.0447828462778	0.00152760943778	0.583167359833	0.0549004702689
a35	0.440416982926	0.0266708628459	0.000632965985927	0.459311153278	0.0729679830896
a31	0.656000154309	0.0118251870353	0.000384761901976	0.300390325426	0.0313995600299
a24	0.855470931436	0.0086977643451	0.000352970937325	0.117971218342	0.01750710171
a37	0.838856420479	0.0132679817817	0.00497032747244	0.132550298314	0.0103549746033
a31	0.51116889816	0.0196578475939	0.0567348986575	0.375924306105	0.0365140752011
a33	0.202056786053	0.191013629198	0.0840375638858	0.475943975368	0.0469480237337
a31	0.107267864684	0.258559198733	0.122326772295	0.392459558456	0.119386581245
</S>	0.076095728342	0.155332882866	0.180419726148	0.381967969228	0.206183700622
