 	prima	di	andare	alla	scuola	</S>
a7	0.917347525	0.0798110985	0.0001378962015	0.00202020183	0.0002157473685	0.0004675193
a11	0.920104941667	0.0762782376667	0.000170430337167	0.00269032594333	0.0002744011785	0.00048166067
a43	0.715815907222	0.0337088320556	0.0110935423824	0.0906549848144	0.14430104381	0.00442569498
a20	0.333195380741	0.0233223550185	0.0222871984608	0.211294471605	0.398669067937	0.0112315199933
a31	0.169270201914	0.0158198620062	0.0190554066536	0.336180047202	0.441197682646	0.0184767516644
a20	0.164587390638	0.0125037913354	0.0195674503845	0.302540692401	0.443041487549	0.0577591368881
a31	0.136336637879	0.0111435324451	0.0262852311282	0.356896117467	0.395001239183	0.0743372189627
a20	0.0697019236263	0.010466517815	0.0389223027094	0.366588644822	0.382276703061	0.132043896321
a31	0.0372574743754	0.007612452405	0.0392956375698	0.156327875941	0.427052667687	0.332453858774
a20	0.0252302826251	0.0137037172683	0.19397725919	0.114300250647	0.331797895896	0.320990547591
a31	0.0188087547084	0.0422205507561	0.312588456397	0.0989787902157	0.223526965299	0.303876463864
</S>	0.0114719761042	0.0623761353781	0.266968303199	0.0862178501078	0.15016972265	0.422796011932
