 	sto	ancora	cucinando	</S>
a20	0.451531665	0.51595925	0.03218688925	0.00032220038
a31	0.350548932333	0.587305896667	0.0618341550833	0.000311024446667
a37	0.145634629444	0.602085855556	0.251523825028	0.000755714948889
a20	0.0922690044813	0.522317248519	0.384530421676	0.000883360116296
a31	0.132217021494	0.459427456173	0.406720963892	0.0016345579721
a30	0.184262373831	0.345431272058	0.468222831297	0.00208349224403
a46	0.259048221277	0.345744010686	0.394114560432	0.00109318383468
a31	0.228432882759	0.264995820229	0.505059836811	0.00151143391156
a39	0.352949816586	0.12524127141	0.51629962227	0.00550928630385
a15	0.669132818862	0.0550703588033	0.268915280757	0.00688160080128
a20	0.759476399621	0.0383159732678	0.179965983586	0.0222416826338
a22	0.722278169874	0.0525664310893	0.175797721195	0.0493576865446
a31	0.522733816625	0.0781789616964	0.297987807065	0.101099395515
a46	0.336854958875	0.123686808565	0.367066735688	0.172391461838
</S>	0.318291304437	0.154448189282	0.325447567844	0.201812925919
