 	l	ho	sentito	che	viene	</S>
a34	0.54518667	0.4389233455	0.0001765101465	0.01522213636	8.447274675e-05	0.00040686078
a46	0.416678996667	0.5488341585	0.000122067869833	0.0338554137867	0.000113711453417	0.00039568117
a41	0.664824695556	0.300506014167	0.000283123439944	0.0333617305956	0.000836489111139	0.000187951289333
a19	0.550241981852	0.107438088056	0.0151970618466	0.106514397199	0.20557475127	0.0150336924524
a31	0.198706745617	0.0428535706853	0.0262601422822	0.3931663224	0.311420628757	0.0275925631508
a20	0.144086976872	0.0361252675618	0.0305429757607	0.407128022133	0.288202954586	0.0939137910503
a31	0.115811190091	0.0411588721873	0.0788166802536	0.185355055378	0.407503984862	0.171354203683
a24	0.072913862497	0.0525628173958	0.0917770977512	0.107574545459	0.509282394954	0.165889267894
a31	0.057164341889	0.0454126136986	0.0505775669171	0.0481346404863	0.605208031651	0.193502799298
a23	0.0505273636863	0.0373635341329	0.136405352306	0.0757440351621	0.519214267217	0.180745444433
a20	0.149718944562	0.110039128044	0.211388060769	0.104182485054	0.305791585739	0.118879776144
</S>	0.227109197281	0.168305769022	0.186654020384	0.089527102527	0.21678790287	0.111615963072
