 	avete	cucinato	le	verdure	</S>
a31	0.4014632745	0.49256771	0.0934006767	0.01247721075	9.1157205e-05
a46	0.2927624045	0.41818295411	0.1518872889	0.137004889917	0.000162466155
a20	0.371062828167	0.139501194287	0.119705234967	0.369219433306	0.000511279908333
a31	0.289112826056	0.046970464669	0.0616560593223	0.599853354435	0.00240723220278
a17	0.227189205352	0.0168944845563	0.0352133506074	0.712386351478	0.00831656120093
a31	0.206493671784	0.0498461834188	0.0432661087025	0.682200550493	0.018193481067
a35	0.252272720595	0.0629276368063	0.0526412242342	0.584980433498	0.0471779903557
a31	0.232243005532	0.0832196612688	0.0516285827447	0.501198344499	0.131710410119
a46	0.279932483844	0.0961374190896	0.0640078075816	0.412666578166	0.14725572104
a38	0.384786181281	0.0638232783632	0.0827573225272	0.365885912722	0.10274733468
a17	0.255226047094	0.0682682461211	0.116140347509	0.447729677574	0.112635744893
</S>	0.176829373547	0.0705822830606	0.131200343754	0.499939738787	0.121448342446
