 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
a46	0.38449534	0.196663905	0.075825759	0.053035035	0.2025376265	0.06364732	0.00224140121	0.000525344631	0.00030033857	0.01998191785	0.000746001915
a31	0.20259915	0.150795432	0.156901519667	0.107335388333	0.230852448833	0.0503255526667	0.00087389529	0.000188813602667	0.00012055881	0.09780334095	0.00220391473833
a17	0.111791232767	0.263404247667	0.152033920556	0.124190696111	0.172090226278	0.0349215792222	0.000397088087033	6.83411837057e-05	0.000108035903333	0.138664588983	0.00233007327944
a41	0.0423720683557	0.550768192556	0.0642567335187	0.0711044973703	0.119221328759	0.0326242614074	0.000132704439091	3.06219897186e-05	0.00122564487778	0.117285041661	0.000978914343147
a31	0.0181995785519	0.453840964185	0.0727449738396	0.0752737211234	0.100609456253	0.180505789802	4.50398992437e-05	2.07249109062e-05	0.00154351007793	0.0967241455537	0.000492074887716
a38	0.00753025748397	0.431014411395	0.0853234869465	0.0855443370411	0.104768484084	0.225388966601	1.61517283479e-05	1.40503253021e-05	0.00198144181131	0.0580978535179	0.000320540652572
a31	0.00677711536132	0.419858758465	0.152551331315	0.129283162347	0.137141070028	0.103562205534	1.9876998216e-05	0.000694087333101	0.00217732003044	0.0476911878393	0.000243871134191
a17	0.00589595052044	0.405528807488	0.176311830438	0.146617824116	0.151690851676	0.0642888208447	2.38019567387e-05	0.000919425565534	0.00202404820348	0.0462773852798	0.00042124239473
a31	0.0138449862401	0.401116321163	0.172229926813	0.148555201372	0.174104442225	0.0457224466149	2.01754945796e-05	0.00157604287634	0.00221227932449	0.0401223724266	0.000495826016243
a39	0.0162712077467	0.343207745721	0.179731302271	0.159133540457	0.205759147408	0.0390995875383	3.83326565265e-05	0.00179601561345	0.00265407666483	0.0515196521422	0.000789421090081
a35	0.00741221871557	0.561978488574	0.092255756757	0.0823046204857	0.138994192469	0.0207006626128	8.93812421755e-05	0.00061542281915	0.00618640528828	0.0881872773807	0.00127558916336
a31	0.00473341347186	0.438435751858	0.181600874919	0.131351337162	0.11520027749	0.0383298143043	8.41678851752e-05	0.000478583266383	0.0151379604294	0.0726160506936	0.00203177672112
a46	0.00289348565729	0.208819799619	0.221338525973	0.158973254054	0.257586252497	0.0677734061014	8.98745828417e-05	0.000424214512794	0.0145817849531	0.0654502284645	0.00206916214037
a38	0.00238925318576	0.301611913206	0.112289521991	0.089996565018	0.291175364166	0.0690313173671	0.000306057664281	0.000181436094931	0.00656631536103	0.121826436155	0.00462581544679
a13	0.00214832146192	0.546680637735	0.0657658363303	0.0610755673393	0.141578271389	0.0569062494557	0.000391151221427	0.00013465797831	0.00573148068701	0.110669008718	0.00891886614893
a11	0.00174933135397	0.702675979245	0.0366854121101	0.0399971924464	0.0750214537963	0.0614378248186	0.000309986607142	0.000149780299437	0.00717691656234	0.0624478615727	0.0123483157163
a13	0.00188608005132	0.588357016415	0.0315195407034	0.0455940971488	0.0909175379321	0.14595021494	0.000465132545714	0.000277046899812	0.00817960102078	0.0713526691909	0.0155010669054
a31	0.00185481065044	0.307941652138	0.0275167975678	0.0395166772163	0.083352872244	0.147335375847	0.000423257506571	0.000408939163271	0.0455593248403	0.319008896397	0.0270813726351
a49	0.00172040505015	0.126449475046	0.0189267051893	0.0264227505721	0.112851797015	0.230632679482	0.000495117006857	0.000527192864424	0.0570270149468	0.395589275466	0.0293575742117
a13	0.00438386811672	0.0732110060153	0.0195082783964	0.0335018051907	0.191349039005	0.459462493161	0.00199778226895	0.00179476770814	0.0237755243156	0.174596645155	0.0164187652372
a20	0.00791019137224	0.0727153186718	0.0292400581321	0.0501803433969	0.206834746335	0.47756129772	0.00329871302298	0.00295464733605	0.0151059679385	0.111533051718	0.0226656152457
a31	0.00761616545741	0.0717903975573	0.027512480544	0.044812771699	0.147047330445	0.28786303424	0.00246293078766	0.00235781241202	0.0233677868128	0.317695650573	0.0674735960819
a8	0.00985653481914	0.0503601671858	0.0222417100147	0.0305622654663	0.106013261815	0.283832246413	0.00592112970922	0.00578517533734	0.0320364116043	0.380468945191	0.072922123694
a31	0.0163334509397	0.0780504290619	0.0196575985049	0.0257134241554	0.0960217109383	0.293922575471	0.00932882566974	0.00785426161245	0.0441661362014	0.325256013397	0.083695582898
a45	0.0286268196466	0.107217736354	0.0308054620016	0.0365717160518	0.0769084006461	0.187911441824	0.0218712779899	0.0188371320375	0.0673286007338	0.322876621132	0.101044814299
a31	0.0398381052155	0.088522534118	0.0345066639005	0.0392177415506	0.0630241765487	0.137221362608	0.03049029933	0.0255347306792	0.103808843578	0.285974700377	0.1518608381
</S>	0.0417621006077	0.072891900059	0.0200611268003	0.0215909100753	0.0348629877743	0.073919569304	0.025616010665	0.0193137453396	0.130518431789	0.334621650188	0.22484153905
