 	che	vende	buon	pane	</S>
a17	0.4065097	0.32512784	0.263110155	0.00496842785	0.00028382619
a31	0.225054255333	0.263327057333	0.503167271667	0.00717537721667	0.0012759989
a11	0.101010437111	0.140015383111	0.732585610556	0.0245791995722	0.0018093677
a39	0.10975892237	0.152982771037	0.626452416852	0.109838818857	0.0009670563
a35	0.152271714123	0.235122200346	0.444025665617	0.167861606286	0.000718799886667
a39	0.120428488374	0.229196870115	0.348355821872	0.294759335429	0.00725949988222
a31	0.0497947457913	0.229213690038	0.393766307291	0.317027188476	0.0101980866941
a24	0.0210276852638	0.247761130013	0.389877135764	0.323078272825	0.0182557889647
a18	0.0118594110879	0.137872718338	0.235462321921	0.580008770942	0.0347967619882
a31	0.0062362251993	0.0817473311127	0.182025243974	0.688430993647	0.0415601829961
a13	0.00689608156977	0.0671388213709	0.210382984658	0.680879854549	0.034702243332
a31	0.00743539358992	0.0431856581236	0.149364064886	0.59107868485	0.208936176777
a46	0.0208796212633	0.0546344543745	0.138505278295	0.51620201495	0.269778616926
a8	0.155955874421	0.0817168397915	0.156093602765	0.488113398317	0.118120306975
</S>	0.274417917211	0.0902698748958	0.120471421382	0.426296559159	0.0885442684875
