 	avete	cucinato	le	verdure	</S>
a29	0.873899545	0.11271248735	0.0089305767	0.0041674764	0.00028995331
a38	0.945535058333	0.0384118490767	0.00798514786667	0.00780224756667	0.000265757518667
a31	0.949313566111	0.0267940700856	0.0102459382556	0.0135383445222	0.000108142423222
a11	0.924855882037	0.0228536784119	0.0224120384185	0.0297200661741	0.000158363832741
a37	0.899014974012	0.0082336449873	0.0266893398062	0.0644861233914	0.00157594573425
a11	0.638574818004	0.0037317262291	0.0347035379354	0.31245571113	0.0105342059114
a31	0.280045959335	0.0025222086097	0.0367006783118	0.666639680377	0.0140914239705
a20	0.188543279778	0.00297036363657	0.0338723197706	0.677392560126	0.0972214399902
a31	0.161599228593	0.0564298375455	0.0373807865902	0.602469036709	0.142121099997
a39	0.265421711531	0.0746653337485	0.0380940875301	0.48767779557	0.134141069999
a13	0.457545403844	0.0355857858162	0.0477314538434	0.313011471857	0.146125886666
a18	0.477959641281	0.0438762452721	0.0697218026145	0.287766190619	0.120676108889
a39	0.41361753376	0.071965086424	0.102601520871	0.290561656873	0.12125417963
a31	0.274017644587	0.074278571808	0.15924996029	0.325968298958	0.16648549321
a46	0.182867774862	0.088527148936	0.192276196763	0.340035022986	0.19629381107
</S>	0.183106197431	0.115966599468	0.186644028382	0.329713226493	0.184569890535
