 	essendosi	vestito	</S>
a46	0.863955425	0.1298126425	0.006231895974
a31	0.655814691667	0.3370088475	0.00717642309133
a18	0.597493097222	0.395272235833	0.00723462513044
a31	0.653301065741	0.339733385278	0.00696551854348
a20	0.590662411914	0.402885661759	0.00645190734783
a46	0.650451960638	0.313025917253	0.0365221077826
a20	0.539101220213	0.324250789084	0.136647985928
a31	0.304652760071	0.509131246361	0.186216001976
a0	0.20481374169	0.582162318787	0.213023957325
a46	0.122240635563	0.567191859596	0.310567495775
a35	0.194455315188	0.451567626532	0.353977041925
a46	0.340757105063	0.317802708844	0.341440197308
a24	0.369250931688	0.352400129615	0.278348942436
a46	0.335553890563	0.372110633205	0.292335447479
a24	0.291022993521	0.420606954402	0.288370002493
a31	0.176091190174	0.634210371467	0.189698374164
</S>	0.102452488587	0.733150985734	0.164396452082
