 	hai	già	mangiato	</S>
a38	0.319810605	0.60284307	0.0753189125	0.002027363815
a31	0.262169642733	0.65090825	0.0861125925	0.000809496908333
a20	0.0943857679777	0.625340906667	0.2796236575	0.000649677706111
a31	0.0499745586592	0.494010878889	0.4449542525	0.011060307912
a27	0.0303424272197	0.60562455963	0.349323954167	0.0147090450707
a31	0.0296235844066	0.611000486543	0.353510868056	0.00586504562357
a20	0.0885639558022	0.561141445514	0.347289852685	0.00300473897452
a31	0.114169005267	0.575476355171	0.308582400895	0.00177222100484
a39	0.387140195089	0.368926968557	0.242851944965	0.00108090318161
a20	0.775445811696	0.128238539586	0.0940967003217	0.00221897116054
a10	0.804206607232	0.0604006950953	0.126855524107	0.00853718772018
</S>	0.739528088616	0.0531317855476	0.193735437053	0.0136047168601
