 	Marika	tu	hai	mangiato	</S>
a8	0.2668953	0.5515597	0.0132840939	0.16262259	0.00563827352
a31	0.172991525333	0.4388803	0.00545008623333	0.321828053333	0.06085004002
a24	0.0789780047777	0.34103094	0.00561256874444	0.494426751111	0.0799517118067
a31	0.0843598925926	0.4006228	0.00574296008148	0.478364223704	0.0309100747356
a28	0.0931858188642	0.497509523333	0.0332484928605	0.359869257901	0.0161868575785
a31	0.190642440955	0.429402084444	0.0437474898202	0.3277596393	0.0084482922595
a3	0.257230713652	0.305624661481	0.0549579354734	0.378289379767	0.0038972806865
a18	0.434947521217	0.18969145966	0.0581398091578	0.315384143256	0.0018370541355
a31	0.728290857072	0.0777021420533	0.0276306760526	0.165146081085	0.00123021535183
a23	0.827367475691	0.0547830096844	0.0198933970175	0.096523206695	0.00143284931728
a31	0.836573648564	0.0719819392281	0.0324478416725	0.0501748378983	0.00882168137243
a20	0.647702882855	0.102037103076	0.132627953891	0.0776192319661	0.0400128217908
</S>	0.495311241427	0.116338101538	0.215659211945	0.108918750983	0.0637726908954
