 	non	mi	aspetti	che	non	vengo	</S>
a8	0.76619475	0.0779332875	0.00167507955	0.018569825615	0.1126447092	0.00160920018	0.0213731844
a31	0.645698703333	0.0696075898333	0.00075956481	0.022428173205	0.2386048864	0.000827542333333	0.0220735754667
a24	0.507272554444	0.0719831172778	0.000825605163333	0.023362985735	0.3871972488	0.000524339831111	0.00883417665557
a31	0.508753861481	0.0972391874259	0.000927618831111	0.0236511625783	0.3640749496	0.000436497113704	0.00491674185186
a36	0.476212450494	0.181930787475	0.0095173126537	0.0323849358594	0.2921827232	0.00337458504123	0.00439718708395
a31	0.398661320165	0.252654315825	0.0265793712179	0.0410871746198	0.271199321067	0.00633719111374	0.00348130136132
a39	0.351963105055	0.164140365942	0.034058412406	0.0419671032066	0.257466967022	0.0574746058046	0.0929294517871
a8	0.230630350018	0.115481129314	0.024217887002	0.0335514013355	0.246986135674	0.169203865268	0.179929237262
a31	0.164591596673	0.0907800649047	0.0185138432007	0.0715663317118	0.263584571891	0.238197595089	0.152766019087
a29	0.0907250422243	0.172223840102	0.0283099264002	0.100291908237	0.231934319964	0.256581488363	0.119933486362
a31	0.0885175827414	0.200881119034	0.0336463861334	0.114818650412	0.142140629321	0.181253953454	0.238741675454
a17	0.103157018247	0.125979708678	0.0560039140445	0.154518243471	0.127506809774	0.181188025151	0.251646255151
</S>	0.108958187123	0.146502914339	0.0793527620223	0.155239536736	0.106758314887	0.266299772575	0.136888472575
