 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.70857467	0.1566564015	0.024904207	0.006390186451	0.10272298	0.0005453582728	0.00020613139
a31	0.588030723333	0.1903098105	0.0156912403333	0.00222496006433	0.203102766667	0.000192194835133	0.000448300113333
a17	0.496744761111	0.262490856833	0.0126899488444	0.000833477264777	0.226662038889	7.4644707711e-05	0.000504333921111
a11	0.39736323037	0.288815102278	0.00522961248147	0.000324225168259	0.307420896296	0.00038400576957	0.000462984583704
a31	0.24115835479	0.157312957093	0.00459056029382	0.000174465596086	0.595853515432	0.00050288902719	0.000407280334568
a20	0.117391471263	0.337805415364	0.00413204333127	9.7379815362e-05	0.539894140477	0.000320832763063	0.000358761641523
a31	0.0981828707543	0.410432355121	0.00422291014376	7.4232113454e-05	0.486319288826	0.000289124844354	0.000479207080508
a37	0.104268552251	0.422473968374	0.00446021841459	0.000397072986151	0.465502887275	0.00170855548812	0.0011887211935
a24	0.153730854084	0.590798376125	0.0058864700382	0.000527962835384	0.237010496758	0.00409833882937	0.00794753739783
a28	0.236679534695	0.468893628708	0.0086243786794	0.000722993718461	0.251946845586	0.00698044827646	0.0261521737993
a31	0.205867992565	0.309622466236	0.0519534482265	0.00168589903949	0.357357235195	0.0221044897588	0.0514084732664
a24	0.298225318522	0.241563828745	0.0688762254088	0.00284576091316	0.318596276398	0.0248829915863	0.0450095907555
a35	0.468208599507	0.199789066248	0.0491148878029	0.0600591999711	0.147405224466	0.0499681975288	0.0254547365852
a31	0.355405301502	0.125863267749	0.133211622601	0.106002966657	0.127693289155	0.0964825558429	0.0553409121951
a20	0.383641108834	0.0842137249163	0.1624443742	0.084598972219	0.140742373052	0.085111375281	0.0592480385984
</S>	0.528023354417	0.0826981324581	0.1139734021	0.0738794861095	0.105539491526	0.0626710476405	0.0332150710992
