 	venne	scritto	</S>
a29	0.94624095	0.0533005565	0.00045849761
a24	0.952957696667	0.0466495881667	0.00039269822
a37	0.949920245556	0.0493529520556	0.000726771006667
a29	0.763151825185	0.206440644019	0.0304075146356
a13	0.547627628395	0.408245248006	0.0441271152119
a11	0.420092739465	0.541752336002	0.038154914404
a31	0.364652089822	0.585246198667	0.0501016961347
a39	0.551534219941	0.410886646222	0.0375791120449
a18	0.65235895998	0.302878845407	0.0447621616816
a8	0.561581939993	0.348161898469	0.0902561338939
</S>	0.530380869997	0.355741999235	0.113877121947
