 	mi	sono	vestito	</S>
a39	0.98727035	0.01180049575	0.00086930121	5.9815657e-05
a11	0.9897485	0.00914137781667	0.00098782007	0.000122293279
a13	0.97806295	0.00568473270556	0.00522139205667	0.0110308906297
a18	0.80318283	0.0162417531019	0.0510007790189	0.129574633543
a31	0.75028577	0.0196676818006	0.0650761023396	0.164970486181
a37	0.859421183333	0.0132158317002	0.0497331647799	0.0776298283937
a15	0.617868247778	0.0276336899001	0.0993265995933	0.255171424131
a31	0.284415922593	0.0400681833	0.251634986531	0.42388087471
a46	0.290281924198	0.0506251287667	0.315918118844	0.343174788237
a31	0.272111959733	0.0607507329222	0.316635839615	0.350501432746
a20	0.361931808244	0.0561229186407	0.273967139872	0.307978074249
a31	0.407566722748	0.0765155338802	0.317245223291	0.198672458083
</S>	0.250129661374	0.0996506019401	0.454185811646	0.196033894042
