 	hai	già	mangiato	</S>
a31	0.08756941195	0.784286985	0.12604952	0.0020940766
a37	0.0300121336833	0.640924735	0.328206073333	0.000857039383333
a31	0.0286047196278	0.489696418333	0.480554564444	0.00114428134444
a46	0.0340472018759	0.391175149444	0.573523194815	0.00125445718148
a31	0.045759079292	0.340993336481	0.612404281605	0.000843304893827
a39	0.328673599764	0.279746032827	0.390858477202	0.000721914751276
a20	0.699312129921	0.114069138609	0.184519430734	0.00209930547043
a31	0.57675859664	0.127964113203	0.271588471911	0.0236887978235
a46	0.473895005547	0.137086837734	0.350376327304	0.0386418626078
a31	0.553895621849	0.123358635911	0.249262875768	0.0734829375359
a18	0.438922227283	0.176698018637	0.233121795256	0.151258005845
a24	0.509596009094	0.152705912879	0.190616220085	0.147081885282
a46	0.564380183031	0.13264374096	0.172940905028	0.130035208427
</S>	0.480433961515	0.15232335048	0.212179092514	0.155063639213
