 	il	muro	vuole	uno	specchio	</S>
a46	0.9178178	0.035647543	0.043907367	0.000325952605	0.0017565740925	0.00054481934
a31	0.605621623533	0.349567483667	0.0435435017667	0.0001470162867	0.000594738735167	0.000525700206
a24	0.436641198044	0.450842917222	0.111268896689	0.000557551343933	0.000202102719389	0.000487333144667
a37	0.688375712681	0.152463444107	0.14360652123	0.0139640960813	0.000604013171463	0.000986171564889
a18	0.847841250894	0.0515162764123	0.06181017841	0.0332212320271	0.00259222532382	0.00301887712163
a20	0.884484493631	0.0177492519241	0.0337995471367	0.0391282826757	0.00913608054127	0.0157023672405
a41	0.686460284544	0.0077175739847	0.0428595663789	0.0681831795586	0.0593321675138	0.135447173413
a31	0.604248494848	0.0063826917949	0.0457363504596	0.0689942211862	0.0818653508379	0.192772881138
a11	0.560470651616	0.010032162165	0.0633087298199	0.0468310537287	0.095136681946	0.224220727046
a31	0.385604870539	0.0206250397217	0.0740326442733	0.0510377799096	0.115093127315	0.353606529015
</S>	0.366073270269	0.0278726123609	0.0580945436367	0.0487366849548	0.0991682836575	0.400054594508
