 	non	sapeva	dove	a	stare	</S>
a20	0.75267103	0.01271512175	0.2039266483	0.0078068225	0.00307121098	0.01980911705
a31	0.63394921	0.0275800774167	0.2927623261	0.00767722276667	0.00126930974667	0.0367618150167
a37	0.581154943333	0.0302694208722	0.345981405367	0.00664474618889	0.00116893188222	0.0347805543389
a38	0.669044687778	0.0112517369507	0.294792621789	0.0068790523963	0.00110939466741	0.016922497413
a31	0.760945079259	0.0041664606769	0.22186743393	0.0055282203321	0.000974058229137	0.00651869560433
a41	0.611743509753	0.00197833963897	0.341497067977	0.0240735649774	0.0170676859097	0.00363977573478
a10	0.356031147584	0.00107392936966	0.562877245992	0.0484674599925	0.0288579446366	0.00269223234493
a20	0.145264576861	0.00163127236655	0.475467296331	0.0524216683308	0.295041063546	0.0301740978483
a9	0.0543462725703	0.00194953168885	0.16196038406	0.0394280844436	0.652433111182	0.0898826092828
</S>	0.0274052817102	0.00147585859443	0.081431368455	0.0281571547218	0.739549970591	0.121980389641
