 	ora	ho	finito	di	scrivere	</S>
a23	0.763421075	0.196469845	0.032519964315	0.00058815693	0.0001005389565	0.00690042347
a31	0.565085725	0.353698205	0.0704340714383	0.00377205387667	0.0001000020405	0.00690995516333
a28	0.490401938333	0.408260295	0.0936478388128	0.00506699059222	8.10638018333e-05	0.00254189737778
a31	0.538549346111	0.392979558333	0.0644385496043	0.00287382096407	7.51055229444e-05	0.00108364513259
a41	0.466070228704	0.451218109444	0.0761308082014	0.00323512062136	9.40089333148e-05	0.0032517792342
a21	0.606333412901	0.303231693481	0.0823989547338	0.00326036137379	0.000511916591105	0.00426369537807
a24	0.669275280967	0.13099486616	0.0337679469113	0.0116896957913	0.10535411263	0.0489180802594
a31	0.391826270322	0.10050134672	0.231941902304	0.0300432582638	0.167775035877	0.0779121414198
a39	0.185788423441	0.07881771224	0.302095501101	0.0302871194213	0.314686243626	0.0883249518066
a31	0.093371749147	0.04049463988	0.134019917367	0.0324434784738	0.525158081209	0.174512113936
a28	0.0631008893823	0.05779161576	0.096820455789	0.111641669491	0.456579153736	0.214066204645
a31	0.0520433439274	0.06888262592	0.0661932965963	0.15667503983	0.371717111245	0.284488561548
a20	0.0431506304425	0.0605654093067	0.0545418135321	0.256698729943	0.298102440415	0.286940953849
a37	0.0758139634808	0.101147936436	0.0752481345107	0.334052226648	0.219996213472	0.19374148795
</S>	0.0921516267404	0.124562288218	0.0866510572553	0.288499218324	0.220729701736	0.187406048975
