 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
a20	0.1628764202	0.0745145715	0.0162096384	0.002631947175	0.07087645385	0.0037644803	0.0011070836	0.00196731865	0.00045488632	0.0026890322	0.00574202444	0.003512922425	0.0015211119	0.015621606	0.0031504811085	0.0231019652	0.113313109	0.3776680485	0.108119836	0.00778765275	0.00106285692	0.002306527055
a31	0.160778299979	0.0724413635073	0.0159014370325	0.002462092566	0.0704197481867	0.00337860103767	0.000963956481849	0.00135269879867	0.000309971678097	0.0012074662424	0.00207334637933	0.001241096738	0.000564725157833	0.0137806844833	0.00106837869726	0.021341227748	0.103537922747	0.217419941833	0.299303912667	0.00714364948333	0.00100310142	0.00230637220333
a11	0.0553402022387	0.0980644141764	0.00693959257667	0.00205947619633	0.0459436262989	0.00691687595022	0.000322548501232	0.00455459734822	0.000105037184596	0.00139420425653	0.000969136232443	0.000470010879	0.000214838023778	0.0081338463111	0.00035799348751	0.112749266264	0.134307167329	0.150900343278	0.360300377889	0.00679114506111	0.00191149784	0.00125382335278
a5	0.0204853495962	0.111366247059	0.00404786310556	0.00194042652878	0.040239720933	0.00965349831674	0.000110035211177	0.00603121271607	3.7855884732e-05	0.00176607748551	0.000781290477481	0.000309422459667	0.000141758317926	0.00997339143703	0.000133426418837	0.225989165421	0.35252618911	0.0763349870927	0.126154755963	0.0093017513537	0.00174992220567	0.00092569926426
a37	0.00963825718207	0.0428299694863	0.00161105072519	0.000743421579593	0.0164956999443	0.00495291354891	4.7458519059e-05	0.00262556092202	1.72501049773e-05	0.00102115048184	0.000835106992494	0.00164710866656	9.65303873087e-05	0.00980928314568	0.000124965392946	0.172105592807	0.608635429703	0.0727807490309	0.0457805058543	0.0072648976179	0.000590273572223	0.000346882422087
a31	0.00585232610069	0.0154046439288	0.0039152720184	0.00123323726653	0.0272333741148	0.0064392391263	3.45883940197e-05	0.00330815162401	1.49881586591e-05	0.00176548371395	0.0271129089308	0.0274676245555	4.71033374362e-05	0.0486882477152	0.000982026560982	0.0762212849357	0.494093144901	0.23117031301	0.0222441714848	0.00644354270597	0.000202964195408	0.000125399658029
a37	0.0029110052069	0.0167761412763	0.0069970366728	0.00160522613884	0.0324673440383	0.00807195507543	2.51365875066e-05	0.00375247067467	1.2698401053e-05	0.00193953764465	0.0356484668636	0.0372793891852	4.14367861454e-05	0.0664607955717	0.00120762769599	0.0409968823119	0.450682316634	0.26348819867	0.0190366671616	0.0104615605687	7.50728428027e-05	6.30718116763e-05
a18	0.00438061233563	0.133635034425	0.0132784715576	0.00296825729628	0.0174018803461	0.00829326189181	0.000187087761002	0.0104080171249	9.47964555177e-05	0.00232891828822	0.0125819820079	0.0155659647617	0.000558214445382	0.0314057141906	0.000519242840997	0.077948555104	0.550557305545	0.09321497639	0.0136006818205	0.0107496387229	8.73236919342e-05	0.000234099166225
a24	0.00677015577854	0.227649878142	0.0172323675192	0.00544690059876	0.0131691014487	0.0106024079639	0.001068824787	0.0258082930416	0.000525617318506	0.00798933342941	0.0060087691693	0.0132787229539	0.00239089118179	0.0155205147302	0.000659346913666	0.210049048368	0.380527221848	0.0323112577633	0.00961483570683	0.0102413807743	0.000648032457311	0.00248708932207
a34	0.00518053663951	0.142663812061	0.0217502701731	0.0119793950329	0.0559273754829	0.0499532043213	0.00153955289567	0.0740063876805	0.000770984552835	0.0215755798098	0.0192660890564	0.0255454949846	0.00272317327726	0.0093062044434	0.000737486351222	0.206464632123	0.243200640616	0.0333266807211	0.0225017472356	0.0342069985914	0.00578047705244	0.0115932559407
