 	non	mi	aspetti	non	vengo	</S>
a33	0.86273995	0.10604608	0.00075774753	0.01929764844	0.00056722064	0.010591413725
a31	0.806101306667	0.117520388333	0.000487627261667	0.0647884261467	0.000230096560667	0.0108722036417
a37	0.792315792222	0.102106971111	0.000377122752222	0.100457772049	0.000164126354222	0.00457823354723
a35	0.746838450741	0.145456783704	0.00417435055074	0.0903861940163	0.00321334346474	0.00993087378241
a31	0.538426196914	0.157881727901	0.00631301951691	0.281404708005	0.00472230692158	0.0112520661841
a7	0.539382992305	0.110264352634	0.0094362371723	0.323842677768	0.00898150140719	0.00809226765137
a18	0.615103920768	0.086814310878	0.0182199797241	0.114835117689	0.141154013136	0.0238726445505
a24	0.351813413589	0.112405400293	0.019129797908	0.0435322146963	0.413425257712	0.0596938861835
a31	0.129583324696	0.0856338367643	0.014662092636	0.0315788993654	0.618885085904	0.119656745394
a20	0.0517273410653	0.0380495009214	0.0141163108787	0.0320379112885	0.724037775301	0.140031175131
a8	0.0651911630218	0.0692966523071	0.0392340769596	0.0440476029295	0.659287891767	0.12294264171
a31	0.181995367674	0.088396301769	0.113680505653	0.0551555809765	0.399784747256	0.160987513903
</S>	0.270559923837	0.0702894823845	0.163741787827	0.0459888254882	0.250601318628	0.198818671951
