 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
a33	0.8910941	0.0580486265	0.001955204022	0.008457794145	0.0060080572	0.000837396005	0.000634348905	0.031911941	0.00105246535
a31	0.586462800667	0.0504487596333	0.00069540616	0.00307013761167	0.0228544795333	0.000441977571667	0.001087212535	0.331914363667	0.00302484371667
a37	0.257052827556	0.0778786640111	0.000253729951	0.00120646012056	0.0281572739111	0.000221433617889	0.00229865471167	0.628764121222	0.00416686037222
a20	0.153130421185	0.0975092030037	0.0002642797	0.00041981480452	0.0115542328704	9.04000822963e-05	0.00349462350389	0.730462073741	0.00307498949074
a28	0.205227382395	0.135829492668	0.00101865172333	0.000178594299173	0.0126154397901	7.88470897654e-05	0.0066387506013	0.63638676458	0.00202615686358
a37	0.458229764132	0.198293357556	0.00137343142444	0.000145825149724	0.0176372345967	7.45491519218e-05	0.0093561008671	0.313644765527	0.00124501268786
a18	0.644705788044	0.176233435852	0.00106238579148	0.000359144016575	0.0167758275322	9.15115159739e-05	0.0116094016224	0.147984765842	0.00117770746262
a31	0.574748382681	0.189716698617	0.000848672013827	0.000379044454192	0.0177474861774	0.000136305245325	0.0251759052075	0.185831275281	0.00541618858754
a0	0.56894180756	0.190223366206	0.000924619154609	0.0011429993334	0.0172669207258	0.000160819785108	0.0251886710692	0.189050157427	0.00710060226251
a13	0.496292165853	0.350172235402	0.00359144945154	0.00686948714447	0.0256722239086	0.00104393544837	0.0169289456897	0.0914606441423	0.00796889682084
a31	0.264962401951	0.370675807467	0.00485731221718	0.00782062924482	0.0276856396362	0.00140670901612	0.0369242245632	0.266225054047	0.0194422419403
a41	0.42165778065	0.165379164822	0.00289470867239	0.00491993351161	0.0187591078787	0.00143026610537	0.0369483520877	0.327897828016	0.0201128596468
a24	0.456612890217	0.327628098274	0.0036596490908	0.0111278400705	0.0316338969596	0.00315113413512	0.0190754652626	0.129298776005	0.0178122528823
a37	0.266604693406	0.464847276091	0.0149584720303	0.0330951683568	0.0445651393199	0.022550757845	0.0289670024209	0.0643086120017	0.0601028956274
a31	0.179260363802	0.300741800364	0.0212334906768	0.0337922022523	0.04002197144	0.0274212679683	0.0513092974736	0.232621010667	0.113598605209
a28	0.332262753934	0.166214095121	0.0136839981256	0.0165259978841	0.0300241468133	0.0153381293428	0.0462359911579	0.284104843556	0.0956100270697
a11	0.484117901311	0.191360918374	0.0146526262752	0.0244655569614	0.0307262366044	0.0352859761143	0.031690647386	0.123337784519	0.0643623276899
a39	0.398144300437	0.232962419458	0.0205166227584	0.0358041349871	0.0426057122015	0.0673087437048	0.037165697462	0.080763173173	0.08472921123
a46	0.363111323479	0.187732493153	0.0293570129195	0.0456576489957	0.0551566580672	0.102484227902	0.0493584724873	0.076679149391	0.0904630390767
a49	0.273575187826	0.141015021051	0.0301830879732	0.0462575293319	0.0485322573557	0.0984543943007	0.0475314934958	0.10798029313	0.206470736359
a31	0.136442957609	0.095726987017	0.0313322803244	0.0301238787773	0.0251942487852	0.0499585191002	0.0342251521653	0.242803121043	0.354192845453
a33	0.17370488087	0.0795082856723	0.0512663161081	0.0387441869258	0.0332919299284	0.0556010523667	0.0589481290551	0.246820172681	0.262115026484
</S>	0.275046925435	0.0904337828362	0.062834188054	0.0563661184629	0.0506900449642	0.0838677161834	0.0861835495276	0.144933984841	0.149643655242
