 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.153627058	0.257678995	0.0620744865	0.041702745465	0.31494302235	0.004937346674	0.0298679395	0.128008105	0.007160299
a29	0.0650532036667	0.180067855	0.027323918509	0.0139901890897	0.364530744117	0.001663689072	0.0664576878333	0.274979451667	0.00593328666667
a31	0.0484508268889	0.138496029667	0.00995684167867	0.00469699599797	0.223171918039	0.000575695476667	0.113541002611	0.452671317222	0.00843940988889
a20	0.043454959163	0.095817197889	0.00421469022289	0.00160136418032	0.180830909346	0.000256379613556	0.10855552087	0.556683872407	0.00858510896296
a31	0.169932246588	0.095357265963	0.0051563639043	0.000729959697773	0.194504139782	0.000533642337852	0.0748286279567	0.453406674136	0.00555107812099
a28	0.212555617863	0.127972768654	0.00566419390143	0.000461708979258	0.163502073261	0.000663812965951	0.0426619113189	0.441583821379	0.00493409817366
a3	0.127122428288	0.363091519551	0.00352347690048	0.000245069109753	0.0765894833203	0.000756272041984	0.0250571354396	0.398651573793	0.00496304739122
a35	0.152160739429	0.64489300985	0.00320478513349	0.000155191920918	0.0304425513401	0.000718915844995	0.0129006326799	0.152304498598	0.00321969870041
a31	0.114014542143	0.53404996995	0.0036676983445	0.000253688831306	0.0427824571134	0.00231086167933	0.07569986776	0.199321220199	0.0278997094701
a20	0.055477509381	0.545769379983	0.00354126254817	0.000323955733769	0.0459185898378	0.00287069239978	0.09656610442	0.213238038733	0.03629449201
a31	0.0459772227937	0.531957929994	0.0827335794827	0.00622117622459	0.118616812079	0.0190053124733	0.05895754664	0.104317146244	0.03221329619
a28	0.0607841409312	0.493066246665	0.110978041594	0.00957850107486	0.144775490693	0.0251117332911	0.04704576708	0.0776956820813	0.03096441853
a13	0.0616379869771	0.715037982222	0.047409136298	0.00805086002495	0.0710704068977	0.013979862897	0.02026880256	0.0462691050271	0.0162758626433
a41	0.0494671603257	0.693138914074	0.0308447904327	0.0113515260083	0.104531412299	0.0174296736323	0.02319022352	0.0366819853424	0.0333642808811
a28	0.0471357947752	0.611776404691	0.0229083698109	0.0100647343694	0.128033767433	0.0161205718774	0.0328608965067	0.0423731064475	0.0887263469604
a31	0.0322450376251	0.41255142423	0.0219365876036	0.0087924854898	0.107335342478	0.0181529369591	0.0569916201689	0.202280685483	0.13971392232
a20	0.041957098575	0.28980123741	0.0310518015345	0.0354083654966	0.092307900826	0.0562306413197	0.0698182950563	0.269167618494	0.114257081773
a31	0.047362255525	0.305589919137	0.0795476905115	0.0613380451655	0.0822829902753	0.0884195571066	0.0530396750188	0.183581152831	0.0988387249243
a24	0.0586893678417	0.289365539712	0.102566803504	0.0766239817218	0.0700263317584	0.110617892369	0.0480794080063	0.151908232944	0.0921224503081
a46	0.0990604759472	0.256378176571	0.087568751168	0.129282440574	0.0619605455861	0.181948714123	0.0505224130021	0.083435115648	0.0498433707694
</S>	0.108766997974	0.196617583285	0.090724260584	0.168176255287	0.067584782793	0.231723457061	0.0502035600011	0.049410941824	0.0367921533847
