 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.272831649	0.192310705	0.259289275	0.15648365	0.09347827235	0.0124605022	0.013145956
a18	0.163802859	0.349332628333	0.27391302	0.0624834426	0.129592092117	0.0114501399667	0.00942580233333
a31	0.261709606333	0.376748072778	0.184679681667	0.0327326968	0.124849728706	0.0135318905556	0.00574830001111
a20	0.283418112111	0.426982074259	0.136156974889	0.0226550599333	0.112259716235	0.0134614791185	0.0050665651037
a31	0.318789070704	0.455301874753	0.101529889296	0.0126437289778	0.0987898620783	0.00873805230617	0.00420750383457
a37	0.470124756901	0.320339214918	0.0849474247653	0.0187182986593	0.0949452706928	0.00753789933539	0.00338709107819
a18	0.5187901723	0.340699418306	0.0351666889218	0.0173460168864	0.0730115868976	0.0109607030118	0.00402539089273
a46	0.423961320767	0.351744706102	0.0303561336406	0.00951130829547	0.110182625633	0.0696551576706	0.00458874286424
a31	0.252396366922	0.248808515367	0.24009883288	0.00648558196516	0.133724125211	0.0957445908902	0.0227419695214
a46	0.199886832307	0.228843071789	0.31490996496	0.0218959201884	0.111828881737	0.0880900919634	0.0345452191738
a31	0.153984068436	0.229006567263	0.362551688987	0.0271556113628	0.108762917246	0.0818438096545	0.0366953160579
a46	0.150540127145	0.200550059088	0.382135696329	0.0493125617543	0.0990334557487	0.0804332088848	0.0379948760193
a31	0.145436929182	0.216432029696	0.362922838776	0.0579276338181	0.10514143525	0.0774040919616	0.0347350420064
a46	0.115666606527	0.188169289899	0.365672852925	0.114954037839	0.11934492175	0.0630261783205	0.0331661190021
a31	0.105966093509	0.194328109966	0.310487157642	0.137973250613	0.151517203917	0.0625541024402	0.0371741160007
a18	0.0801112758363	0.204404273322	0.300754175881	0.156628888204	0.161359017972	0.0601592151467	0.0365832323336
a31	0.0699955724121	0.163960654441	0.219738488627	0.176143450735	0.236266892657	0.0743795150489	0.0595154971112
a37	0.0668041779374	0.173976134814	0.198062526209	0.161741024912	0.258461594219	0.0753057983496	0.0656487940371
a13	0.120554452646	0.197886374938	0.156299118736	0.185045261637	0.171136541406	0.12733640945	0.0417418830124
a31	0.0978348721153	0.142803686646	0.122516912912	0.122803854546	0.203770167135	0.160218326483	0.150052206337
a20	0.0803425686051	0.143371607215	0.114724190971	0.137502372182	0.225226199045	0.120265740828	0.178567322779
a31	0.0730710952684	0.131214411405	0.117387463657	0.161998637394	0.225672619682	0.115869998943	0.174785751593
a20	0.0705510308228	0.119630252802	0.120754291219	0.191174619131	0.223844086561	0.102467767981	0.171577913198
a31	0.0695212876909	0.110993872267	0.116943462406	0.201440653044	0.210762572187	0.105970854327	0.184367260399
a20	0.0682493933136	0.105197615422	0.115287156135	0.208405444348	0.208434834062	0.105540610109	0.1888849538
</S>	0.101405676657	0.139702832711	0.131456568068	0.265439262174	0.183553612031	0.0744264830545	0.1040156124
