 	non	aveva	dove	a	stare	</S>
a31	0.486436855	0.121648685	0.386828220985	0.0020074469	0.000803238341	0.0022754596
a8	0.491786588333	0.1014822702	0.402192539662	0.00196846423333	0.000286130411	0.00228391821667
a31	0.683012719444	0.0370935736	0.275948812554	0.00160044787778	0.000117396637	0.00222700375556
a28	0.738491513148	0.015533109946	0.242246630851	0.00129711035926	0.000122907425667	0.00230874418519
a37	0.883908321049	0.00519734345767	0.10572091785	0.00174792185309	0.00194691339189	0.00147860529506
a31	0.631029186016	0.00184349369222	0.305223253517	0.045704137751	0.0146024191306	0.00159751669835
a18	0.467087587672	0.00610612237407	0.382477251839	0.062504384917	0.0555913123769	0.0262333451995
a0	0.424598872557	0.00835214902469	0.14507023928	0.0268453253057	0.231768807459	0.1633646004
a23	0.195521258852	0.0174531312416	0.10957179776	0.0366797431019	0.409648002486	0.2311260568
a8	0.139550770951	0.0370125654139	0.128741129253	0.0708279077006	0.467225967495	0.156641664267
a31	0.0901935516503	0.029941643118	0.0934126674177	0.0615093262335	0.584987122498	0.139955710089
a20	0.0547500752168	0.0452234710193	0.0633881968059	0.0925087790778	0.624713307499	0.11941617003
a31	0.0871590250723	0.0655601970064	0.110308345602	0.116394146359	0.484554819166	0.136023443343
a20	0.0967741763574	0.0710521703355	0.126956415867	0.155382765453	0.416760669722	0.133073766781
a24	0.0793381501191	0.0867023501118	0.080075679289	0.222500601818	0.466699536574	0.064683648927
a8	0.078518163373	0.0974495900373	0.068802641763	0.250985057273	0.465507188858	0.0387373489757
a31	0.112143837791	0.111944993346	0.112823579254	0.214764765758	0.342802732953	0.105520071325
</S>	0.147826393896	0.116156711673	0.155479269627	0.146491252879	0.251137056476	0.182909285663
