 	deve	essere	bianco	</S>
a31	0.9895098	0.0083816184165	0.00204423514	6.43886e-05
a11	0.664528455667	0.00284752441983	0.329867337713	0.00275670005333
a31	0.228460217222	0.00546982380994	0.735730562571	0.0303394033511
a37	0.080536695974	0.00636756807331	0.82440290419	0.0886928344504
a31	0.0273710018913	0.0043171711611	0.822340641397	0.145971211483
a37	0.00964550454377	0.00363314276037	0.836579870466	0.150141530494
a31	0.00364690789459	0.0130108459601	0.639578443489	0.343763853498
a20	0.0044256430982	0.0173840497867	0.52101994783	0.457170397833
a31	0.00440688014807	0.00822128629557	0.46601782261	0.521354012611
a0	0.0504091571647	0.0620601456652	0.412411917537	0.475118749204
a31	0.0661736275549	0.0800161576217	0.513101855846	0.340708348068
a20	0.0920343210183	0.219710074941	0.388921535282	0.299334101356
a18	0.284780023673	0.36794613498	0.205761888427	0.141511958119
</S>	0.419272511836	0.33815313249	0.141654284214	0.10092004756
