 	avete	cucinato	le	verdure	</S>
a39	0.87305538	0.11277710855	0.0094546382	0.00449720725	0.00021563612
a31	0.65892357	0.24915866855	0.0836151504	0.00801390925	0.000288631746667
a35	0.344759863333	0.294346700083	0.296725290133	0.0626063559167	0.00156174481556
a31	0.462922184444	0.104687541594	0.329837671711	0.0970094339722	0.00554317257185
a20	0.725311928148	0.0410668847113	0.157226877904	0.0707787259907	0.00561560212395
a31	0.876246062716	0.0138162197104	0.0629331383013	0.0449896036636	0.00201499281132
a20	0.948575640905	0.00513115296347	0.0225134682671	0.0221025748879	0.00167718754044
a39	0.804689300302	0.00279896635449	0.012412112589	0.134858516296	0.0452411027801
a28	0.531814353434	0.00413106638483	0.0200787805297	0.261645695432	0.182330077593
a31	0.419999637811	0.0420912524616	0.0737186455099	0.220787678477	0.243402762531
</S>	0.420990798906	0.0782301862308	0.119688522755	0.170760689239	0.210329786265
