 	venne	scritto	</S>
a31	0.53401135	0.4654715965	0.00051703107
a28	0.35074895	0.648989242167	0.000261778345
a8	0.438484536667	0.561266157389	0.00024930248
a31	0.607357032222	0.385065775796	0.00757718656
a20	0.659194810741	0.330557598599	0.0102475579867
a31	0.647136470247	0.3415828562	0.0112806517956
a13	0.673399190082	0.312020992067	0.0145798159319
a29	0.661076830027	0.298075847356	0.0408473089773
a39	0.693673026676	0.237878955785	0.0684480179924
a31	0.623748615559	0.306752991928	0.0694984259975
a35	0.488346061853	0.371410423976	0.140243551999
a31	0.373367317284	0.406748997992	0.219883710666
</S>	0.299881453642	0.469312868996	0.230805695333
