 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.046402988112	0.1789341265	0.473307765	0.036225199585	0.00160016521	0.260219288	0.0033104747
a20	0.0155048518626	0.226239628833	0.215767530333	0.0121228321236	0.00074818183	0.526075896	0.00354107996667
a17	0.00556295813817	0.230669586278	0.0889738267777	0.00494967324647	0.000685419516667	0.666439232	0.00271933465556
a31	0.00225427032739	0.193641615426	0.322595826926	0.00260556290882	0.000946279958889	0.476592714	0.00136376521852
a39	0.00104556617046	0.210215935142	0.393530709309	0.00111428839627	0.00078383748963	0.392534708	0.000774971639507
a31	0.000980225170153	0.219624601714	0.435527003436	0.000589015229423	0.000985401266543	0.341713831333	0.000579906979836
a20	0.000942499370051	0.170379030571	0.446671515479	0.000312122200474	0.00105576152551	0.379822922444	0.000816151193279
a31	0.00647884487002	0.191654203524	0.397132399493	0.000318519973491	0.00303380094517	0.399953044148	0.00142924426443
a13	0.00941347952334	0.172290067841	0.380619408831	0.000511104004497	0.00373368984172	0.429909634716	0.00352265495481
a24	0.00730596707445	0.276645455947	0.213992775277	0.0280164764015	0.00349054580724	0.461807104905	0.0087417078516
a46	0.00842178952482	0.448160351982	0.270018688426	0.0418167591338	0.00404605126908	0.216866704968	0.0106696749505
a31	0.00599377245927	0.353713767327	0.507528582809	0.0205928325779	0.00539543108969	0.099839020656	0.00693657351683
a20	0.00891503327076	0.277242105776	0.538246527603	0.0250241780593	0.00616824629656	0.135290042552	0.00911387937228
a31	0.00994455512025	0.252217999925	0.548148289201	0.0301334953531	0.00354069629885	0.146500640517	0.00951434699076
a18	0.0226287217367	0.188867771308	0.6218125664	0.0594741297844	0.00328965503295	0.0960618665057	0.00786528386359
a20	0.0355451899122	0.322998030436	0.407109022133	0.0905576832615	0.0175276013443	0.103953778835	0.0223087059545
a31	0.0207146136374	0.331236416812	0.454717937378	0.0717151610872	0.0239370667814	0.069653866945	0.0280249243182
a11	0.0164152605458	0.190467793937	0.647969922459	0.0794693103624	0.0155325145938	0.035024847315	0.0151203359061
a31	0.0149028159603	0.141253072979	0.732206014153	0.0769504344541	0.0103337867313	0.017342273005	0.00701163663537
a28	0.0146734474318	0.11682238766	0.786203854718	0.0614492711514	0.00900544944377	0.007957813235	0.00388782749846
a41	0.0522113151439	0.117765045887	0.635146351573	0.142344555717	0.0453377871479	0.00446467307833	0.00273029401949
a8	0.0873423483813	0.131341061962	0.354555745524	0.250659208572	0.157059229049	0.00927821969278	0.00976418143983
a33	0.0918083027938	0.117970750654	0.182043950175	0.291298026191	0.272177629683	0.0198931908976	0.0248081548133
</S>	0.0915128063969	0.111539420327	0.132694285088	0.296175163095	0.309448464842	0.0253971029488	0.0332327549067
