 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.01444948	0.55747044	0.0509689345	0.023633047315	0.0537300908	0.2992770585	0.000470937745
a20	0.00880192890667	0.534871123333	0.04352821134	0.00788150011583	0.0661132359333	0.3383107995	0.000493221305
a31	0.00321200480889	0.615551561111	0.0147057899433	0.00263199957311	0.0874884309778	0.274912609833	0.00149762695833
a37	0.00140862366296	0.610343027037	0.0054352638711	0.000882494675303	0.113186468659	0.266961223278	0.00178287781944
a31	0.000977723680987	0.745185052346	0.00287312385703	0.000302276050701	0.089468453553	0.160187787759	0.00100553372315
a30	0.00119258319366	0.798247874115	0.00178460416568	0.000112400830234	0.0688747615177	0.128472239253	0.00131548109105
a13	0.000837586418887	0.809017744705	0.00097011286856	4.19484410113e-05	0.0461810290059	0.141786379751	0.00116515891368
a20	0.000293692424296	0.887438048235	0.00060272628952	2.62556742704e-05	0.019397181302	0.0903517946503	0.00189022265456
a41	0.000135382648432	0.951179296078	0.000712205696507	3.12915687568e-05	0.0101132964007	0.0354855196168	0.00234290698485
a33	0.000151380152811	0.969429078693	0.00125073889884	9.24222655856e-05	0.0089705169669	0.0188566375389	0.00124917714495
a31	0.00040929769427	0.905812606231	0.00108536079961	0.000241561761862	0.0080786548223	0.0507576901796	0.0336148184316
a41	0.00236548098142	0.844559052077	0.0073802316332	0.010499339094	0.0163642774408	0.0732688160599	0.0455628169772
a0	0.0163934274271	0.656380110692	0.0344015658777	0.0318163453647	0.100423325814	0.11578384802	0.0448013781591
a31	0.030282809809	0.361337416897	0.0399916142926	0.0311012479882	0.160926608605	0.27636293934	0.0999973593864
a24	0.0426891549363	0.244502805632	0.0623182637642	0.0685187565294	0.144289832868	0.33272501978	0.104956151129
a31	0.0701563699788	0.184476885211	0.0788028522547	0.0923633005098	0.131473312956	0.351902506593	0.0908247437097
a20	0.0743357089929	0.128979781737	0.0811353884182	0.21320582517	0.125485602985	0.295685200864	0.0811724765699
</S>	0.0618529129965	0.114645490869	0.104077239209	0.359484262585	0.131267766492	0.173298548432	0.0553737682849
