 	il	dito	si	gonfiò	</S>
a39	0.593697325	0.292229345	0.11381424255	0.000202350247	5.673274e-05
a13	0.371566685	0.342349448333	0.28592196085	9.6941162e-05	6.49381083333e-05
a31	0.273616151667	0.346052496111	0.38020898695	5.35443473333e-05	6.87947994444e-05
a20	0.172603935222	0.264273371037	0.562988692317	3.64423207778e-05	9.75586864815e-05
a31	0.308146153074	0.117265152679	0.573993887439	4.82208959259e-05	0.000546619935494
a11	0.358558916691	0.0776032275597	0.563074475813	6.39672763086e-05	0.000699451265165
a31	0.153538414564	0.0551566658532	0.790948778604	5.85368531029e-05	0.000297633410388
a39	0.117794988188	0.0471571686177	0.831774746201	0.000879831356701	0.00239329377213
a31	0.156653359396	0.0336527285392	0.805332982067	0.00115764215123	0.00320329331738
a41	0.168983686465	0.0544534051797	0.740302377356	0.0233975385161	0.0128629907325
a46	0.112674478822	0.0807846903932	0.740840392452	0.045002972172	0.0206974635775
a31	0.058063158274	0.0847575387977	0.591389174151	0.039114381724	0.226675744526
</S>	0.040649737137	0.0911642293988	0.397878777076	0.034420145862	0.435887122263
