 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
s	0.994433386	0.00411214992	0.0004297597636	0.0004593043802	9.7641655412e-05	9.1955984666e-05	2.0262963869e-05	2.0302789546e-05	1.8570732469e-05	1.92214622143e-05	2.30525829926e-05	3.55948629137e-05	6.45180011481e-05	5.97931284074e-05	0.000114540098584
à	0.7903437788	0.2013250238	0.0008171144634	0.0014618601448	0.000592868667272	0.00113910565828	0.000518709081459	0.00059689001213	0.000617091568157	0.000221888649184	0.000254058208454	0.000181742747121	0.000215112577774	0.00031025808739	0.00140446542819
t	0.690354666	0.286304701	0.0102090935888	0.003296288414	0.00251332708948	0.0031417937422	0.00139589734703	0.00104185198935	0.00011692527756	0.000332027201635	0.000136560310242	6.88664936067e-05	0.000122333007762	0.000144114686161	0.000821573106925
t	0.673609478	0.269931947	0.014900729102	0.026560780384	0.00165598673916	0.0037116931111	0.000279567798568	0.0001446305522	0.000243118131435	0.000106852317774	6.5266582866e-05	0.000206645393411	0.000240813255287	0.00197735495772	0.00636513620175
e	0.48054806	0.3078351454	0.059533040226	0.042550958726	0.0202755560872	0.012938554912	0.020344257371	0.00336138919187	0.00253056722464	0.00316377558858	0.00212458038057	0.00325115741978	0.00576280897589	0.0341898267397	0.00159035670465
o	0.1247117474	0.788006566	0.05968615716	0.016732011146	0.00521466060456	0.0026399394132	0.00050639135946	0.000121546572065	0.000126486324149	0.000132204592055	0.000102739752012	0.000227368924638	0.00025929423483	0.00130646982987	0.000226437827052
G	0.02229979712	0.854031064	0.11446743904	0.006068252616	0.00068890697234	0.0006542876692	0.0001851999197	6.75128567266e-05	0.000101120124996	7.02313231103e-05	8.2672094282e-05	0.000190109980476	0.000215101789926	0.000172976766856	0.000705392326254
i	0.02847400504	0.874789078	0.04260628966	0.04581591894	0.001410844614	0.004405533692	0.0002881603744	0.000172803991	0.0001574814778	5.35471498e-05	0.00011093267008	0.00026809910422	0.00044990645466	0.0007736162902	0.000223743527096
o	0.11119543318	0.774556264	0.0905499852	0.01937775364	0.00112395014	0.0012110221502	0.000224948467872	5.7213306484e-05	0.000771883190073	4.5410868283e-05	2.32199819999e-05	3.38803985326e-05	2.87528277199e-05	5.31827679673e-05	0.000747089062979
v	0.00708472478	0.6682574069	0.254717408	0.057458401388	0.003096489664	0.0057662964212	0.0006045418188	0.00026107046706	0.000318547395604	7.613114308e-05	8.80900670256e-05	0.000422139476535	0.000482971586503	0.00025381624197	0.0011119473301
à	0.0256411464108	0.537082922	0.209827873	0.198882134	0.00977880396	0.014235761918	0.0016856312492	0.0008145283346	0.0008407094868	0.0002205581732	0.0002468674052	9.0828009e-05	7.7614623e-05	0.0001015840122	0.00047301943004
n	0.012715751108	0.3966828498	0.411322088	0.15470443434	0.0173951536	0.004291767694	0.00053942002928	0.0001639191138	0.000275861581926	0.000238403001201	8.2543806196e-05	0.000279415145094	0.000255502385238	0.000518976103885	0.000533944001552
n	0.015333085784	0.2983398444	0.3337540436	0.2861643884	0.032039970728	0.02046467294	0.0004226405892	0.0003675189276	0.0010257226233	0.0001822024444	0.00026386773398	0.00041411652864	0.000126082558042	0.00269053488856	0.00841134410912
i	0.0391461382492	0.22195799078	0.25956869906	0.398408964	0.0382748975276	0.02323159556	0.00786088978084	0.0013153816236	0.0017198751108	0.00092665020187	0.000775102757	0.00115676595342	0.00161240254631	0.00232926539933	0.00171541487561
è	0.00431515999	0.0348893868	0.469118158	0.4008426864	0.0690293436	0.014294556	0.001994791246	0.000991069434	0.0002849550382	0.0001885701926	0.00020091663448	0.0003579016763	0.000292546170272	0.00299713662698	0.000202771635114
s	0.002763138922	0.03310275154	0.20234278	0.55157372	0.1311712294	0.0584348232	0.003202476384	0.002902272692	0.00213805600486	0.0016721874377	0.00112626824592	0.00336116507694	0.00163976688202	0.00344962413124	0.00111978640974
t	0.00261515331016	0.037648990148	0.1075507656	0.575603512	0.1241136536	0.139049289	0.00288357354	0.001500854934	0.0009418921346	0.0003714172621	0.0005750419159	0.00051855130116	0.00036318361988	0.00376242216192	0.0025016668446
