 	avete	cucinato	le	verdure	</S>
è	0.991364006	0.00718374734	0.0003382431834	0.00042303631748	0.00069093997154
c	0.80549337	0.07290918354	0.0082081712188	0.102719876319	0.010669435396
h	0.67950689	0.2689485448	0.0140376773	0.025707474072	0.0117994248208
e	0.48139477	0.48676678	0.02049096586	0.010666457662	0.00068105160496
t	0.2754311662	0.644300638	0.0618732046	0.013590324721	0.004804651712
e	0.1009387215	0.621788362	0.2144215514	0.03960612936	0.0232452310782
m	0.1615808775	0.613364762	0.1837510176	0.0379634833298	0.00333987542
a	0.05432411088	0.501618586	0.3630044394	0.0320027	0.0490501757
r	0.0729722039	0.2596834052	0.42697128	0.150510052948	0.0898630569
à	0.029920962652	0.1129364854	0.641999014	0.14510545266	0.0700380792
t	0.04516611612	0.0358850844	0.669749034	0.168136144954	0.0810635904
a	0.024609636248	0.0481704838	0.72618532	0.1657797514	0.0352548059
t	0.09043197716	0.0485251351	0.286180698	0.2905950184	0.2842671647
a	0.0212313206782	0.01591837366	0.392528966	0.420647754	0.1496735574
l	0.037596969452	0.012913695508	0.147109795	0.4423689224	0.3600106072
à	0.0235802114408	0.006372962606	0.098509282	0.581708758	0.2898287828
c	0.018276223556	0.00331447683	0.03882359179	0.63491406728	0.30467164866
h	0.0705304981481	0.00077949697	0.01171100888	0.7266784134	0.1903005522
a	0.0100548295818	0.0178816679014	0.042305622313	0.852506124	0.0772517483
n	0.02194935102	0.0233569890088	0.018562675184	0.2095567516	0.726574277
a	0.0627115274222	0.02234443816	0.0537971150526	0.5902271974	0.2709197574
</S>	0.198301699967	0.0387652143508	0.06932849303	0.2131900744	0.48041452
