 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.985642658	0.011241064	0.0016167990244	0.00016221711936	0.00018569674682	0.00050989539272	0.000641685181224
n	0.750404826	0.196728935398	0.012410767125	0.0052454276666	0.0051761982778	0.0014564874019	0.0285773845179
a	0.5027677202	0.45014222994	0.0104084376236	0.0017081753072	0.0009415170676	0.0034201917363	0.0306117028173
a	0.32101639876	0.6183836804	0.0449831288	0.0109002404884	0.0031915099956	0.0013453248434	0.000179694272
f	0.156176312246	0.703966626	0.09139963	0.005720904788	0.003145606706	0.000579246434	0.0390117372137
o	0.063908322764	0.610281082	0.2507372642	0.02784393166	0.004657471588	0.003365518603	0.039206361218
r	0.037910663112	0.421946286	0.3287790914	0.06237192748	0.010465538892	0.0073593092872	0.131167193559
à	0.048482788568	0.286005782	0.3388555934	0.2182811722	0.023100855812	0.027962426798	0.057311382251
s	0.02117110128	0.058675665	0.54864988	0.334165188	0.0246044814	0.003258156102	0.0094755148812
o	0.004544843108	0.1878764278	0.546973138	0.2189111653	0.00904238322	0.008066156639	0.0245859164903
t	0.025125394432	0.02630666558	0.447862874	0.3886999488	0.08176679	0.017930498992	0.012307832844
o	0.0148687163264	0.01126972544	0.3441226696	0.56412224364	0.0389760708	0.0141279188	0.012512675719
t	0.027996407352	0.01155731756	0.147296116	0.387148826	0.36225095	0.03507395924	0.028676412878
s	0.0185931871346	0.00497553178	0.113268056	0.603646458	0.1365275758	0.0724318524	0.0505573062
o	0.00304097625612	0.0058658950554	0.195262422208	0.6077091792	0.082569183	0.0473553402	0.058197017528
m	0.01128307406	0.005822725238	0.01819476622	0.2365936354	0.52223909	0.1382198257	0.0676468448
ì	0.00428697004	0.00311487584	0.02866271746	0.497896438	0.2484244834	0.073188653	0.14442589212
p	0.0025402346352	0.0010049160148	0.004720795752	0.1005295911	0.577996748	0.266799007	0.04640866888
à	0.0016281173338	0.001123725886	0.00425104664	0.1037899208	0.4016527428	0.266457747	0.22109667274
s	0.001281178818	0.0004544116544	0.002364422808	0.02382715274	0.274272736	0.60511611	0.09268400124
s	0.0005100204876	0.0005249428176	0.00541345078	0.01856324458	0.251859837	0.603269326	0.11985918576
i	0.0151556687714	0.0016970209716	0.017895023286	0.09936034138	0.2106666486	0.53211374	0.1231115568
n	0.02371984506	0.0024615786566	0.015978031934	0.011852491526	0.0455916514	0.4351105646	0.4652858428
i	0.0015321905092	0.0017168563296	0.006431610585	0.0083747433208	0.07721983492	0.744940834	0.1597839574
m	0.0170806040994	0.007227972146	0.009642510004	0.0038664582814	0.03953297132	0.4629325408	0.45971692254
è	0.001797785431	0.0031527715822	0.004420919062	0.03851489827	0.03362212094	0.599121104	0.319370399
r	0.028582655108	0.009604580502	0.008523097577	0.007321607512	0.0667279474	0.65466553	0.2245745568
a	0.0032460231997	0.003013649467	0.0067430543822	0.00300528806066	0.01564358026	0.751985406	0.2163630284
</S>	0.105780514669	0.007238552784	0.02594468382	0.02618931355	0.05817607892	0.1524299056	0.62424094
