 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
k	0.829396448	0.13199755076	0.0247917333746	0.0065772601666	0.000472286383186	0.000321193250832	0.00323468512963	0.000361621866028	0.001779927471	0.000134953448461	0.00013195944317	0.000109473735566	0.000106700224295	9.59346185269e-05	6.29805205513e-05	0.000217124206086	0.000208142695549
a	0.679484966	0.07438412312	0.0406304845	0.10141788316	0.009712809632	0.015541969928	0.026238198507	0.00817616819006	0.0024416769018	0.0065660003674	0.0053930931471	0.00519213937396	0.00439430946874	0.00214453338131	0.00218566122805	0.00132800630342	0.01476798985
n	0.5835922826	0.3303550468	0.04072632289	0.0344727922	0.0007680379328	0.00040848867666	0.0035361563631	0.0003455561741	0.00036275479022	0.000357753513836	0.000166820878729	0.000339274786226	0.000246501215269	0.000643009228741	0.000810805448709	0.00188307677585	0.000985294134347
o	0.1932428382	0.554336178	0.09970139768	0.1042569028	0.005646307674	0.002168260238	0.023864773903	0.004582844139	0.0044318183228	0.00069120184316	0.0006469446568	0.00063709358324	0.000758012324792	0.000492144291467	0.000147850957062	0.00110349699541	0.00329189616713
n	0.1502831588	0.548033048	0.21537820428	0.06428150556	0.0019179749616	0.000756673582	0.0064602069836	0.00025886239738	0.000573655637034	0.000270346818863	9.30559278327e-05	0.000196546347155	0.000183194068755	0.000163439228433	0.00393823339858	0.00132084480987	0.00589105210412
ì	0.0701619162	0.590832802	0.18772441488	0.108474171	0.00874662408	0.002774694648	0.01513131004	0.0032537315755	0.00278074394	0.00056237939492	0.0005854329336	0.0006582604084	0.000843082896052	0.000619144125088	0.000131295873218	0.000809635531	0.00591036652388
s	0.0275566936	0.475935629	0.4099300752	0.0782568472	0.0041603235	0.0007320621086	0.002485624971	0.00028152358165	0.000207891867311	4.18126645944e-05	2.18420697364e-05	1.93503706001e-05	2.6183772621e-05	1.41194765211e-05	0.000108188502265	6.47838715901e-05	0.000157024833371
e	0.04065404372	0.493771668	0.352810891	0.0864682704	0.00741073332	0.004239491608	0.0051369331444	0.0007098177394	0.0061882794258	0.000200537718796	9.651286354e-05	9.9679780854e-05	9.97498882678e-05	4.8606171636e-05	3.1197006056e-05	2.256523719e-05	0.00201101282882
t	0.02992504684	0.2078244174	0.609462222	0.1185176414	0.02203462824	0.00408439876	0.002011767285	0.0012422571808	0.00070484590532	0.00201486308168	0.00039386276624	0.0003279117272	0.000132938303264	3.98044641286e-05	0.000780495137548	6.00152288159e-05	0.000442923376834
e	0.032786599588	0.1375514614	0.447531328	0.327631552	0.02583621322	0.0091837916	0.01207358505	0.00261706452937	0.00321951663422	0.000346741767566	0.00021375351022	7.8522362194e-05	0.000158924877994	5.38331064354e-05	2.67964592535e-05	0.000113287808465	0.000577047108362
k	0.022620582256	0.0525285902	0.45082317	0.399281322	0.04948362008	0.009031259204	0.0073328918932	0.0014197726328	0.00150996845618	0.00100988008247	0.0001333722286	0.000174427877358	0.000101970482511	3.4676389328e-05	0.00128549770228	0.00011429941585	0.00311471782834
o	0.01793203971	0.0453624693	0.300930916	0.51577168	0.0678513012	0.0179237749	0.02251882224	0.005464901071	0.003882612186	0.0005001141762	0.0003626906472	0.00013805350704	0.00021243693509	8.65144438e-05	2.9998627968e-05	0.000146385074588	0.000885304831592
l	0.0174793241	0.02652957362	0.181195856	0.634480808	0.1026232136	0.01879942948	0.01065724482	0.001823442362	0.0010854033742	0.000675926453036	0.0001011712627	0.000113849887186	8.363764259e-05	3.19038228376e-05	0.000453517759208	9.30376982188e-05	0.00377265633356
à	0.006846458332	0.02544090278	0.165650562	0.522921686	0.1789578468	0.0458924204	0.03691204608	0.007368294188	0.006685732606	0.000758045878	0.000539536874	0.0002142141956	0.000270972979	0.0001393903488	5.52447409e-05	0.0003126312077	0.00103399588086
d	0.0081515341528	0.01304652874	0.090879828	0.654992046	0.1523751726	0.05083087182	0.02203181706	0.003719842506	0.00129619708962	0.000891459667088	0.00027515561956	0.000271179780462	0.000114220004708	4.97441388998e-05	0.00021415320094	6.58196635178e-05	0.000794428569104
