 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.986992292	0.00574826252	0.0023181286528	0.0026948997605	0.00051363380444	0.00124988427328	0.00016233908466	0.000152789923056	0.00016775653606
f	0.971677016	0.0171757446	0.0038398272344	0.003206588934	0.0018329913847	0.00012102962574	0.000571466258984	0.000455848427705	0.00111956669993
è	0.83509255	0.1305853792	0.016410168146	0.01088527892	0.00149099592871	0.0006809388832	0.00022296742638	0.0003687813548	0.00426295871315
n	0.83135122	0.1495787246	0.014853427716	0.003236607256	0.0003754836018	0.000133722766968	8.211347068e-05	6.40937172348e-05	0.000324641788608
e	0.645224084	0.2474563555	0.03461366592	0.0136399367	0.00708059393506	0.0027358913838	0.00127573621806	0.0028856367508	0.0450880850085
t	0.1176610638	0.710371232	0.1340971934	0.01183237818	0.009601180708	0.0053522788786	0.00737330531232	0.00350049126672	0.0002108604277
e	0.1481293718	0.534681022	0.1869520688	0.060571703	0.020678031259	0.005563238652	0.00382038019834	0.0200750144265	0.0195291633299
k	0.031149282	0.40926789	0.480819964	0.0492067472	0.00730743598	0.0089670181672	0.0085389715237	0.00249907739671	0.00224362871012
a	0.02606472074	0.298586094	0.3641822132	0.1772404724	0.04256290716	0.0155930437	0.006497590194	0.054938696409	0.0143343216707
o	0.02212963746	0.1584606886	0.50175796	0.244170398	0.0333214038	0.014274911172	0.0121242098086	0.0034665337845	0.0102942642622
l	0.01903350207	0.01240939468	0.199944616	0.652586394	0.0683040538	0.03453137384	0.006603605149	0.00461710161768	0.0019699477222
à	0.002141810218	0.0281414186	0.270515638	0.52374631	0.079030292	0.0758654694	0.00459782088	0.0123918165	0.003569448476
d	0.00912204804	0.01689614592	0.1225786248	0.624668466	0.156484302	0.05430287578	0.00977640597	0.0043269938001	0.00184412752778
r	0.0050163444436	0.01007784948	0.1149759122	0.598242954	0.06895577416	0.160406708	0.0125047279	0.016967052576	0.012852661764
o	0.017160554238	0.0385375661	0.3185381652	0.138544344	0.0475532326	0.3540133604	0.0205066292	0.02222090233	0.04292524874
m	0.006030574988	0.01123385874	0.0739583854	0.1662106332	0.461939576	0.13600126	0.1006243216	0.033828112556	0.01017328574
b	0.0004022834206	0.004544556886	0.0249684135	0.20699156	0.1221111886	0.549681234	0.04367174388	0.03714764054	0.01048142812
ì	0.0106136591922	0.0106002535003	0.02146647954	0.0650575782	0.124499749326	0.6315229	0.0670639461	0.05301083876	0.01616457916
k	0.073196295902	0.00990399636	0.01062429346	0.0421100178	0.424678226	0.0652771356	0.3041721772	0.03397532794	0.036062531028
e	0.0021298707645	0.0040763972704	0.00754220326	0.0658333254	0.05918387092	0.5917432	0.1096350958	0.1316592482	0.0281967874
a	0.03060927102	0.02070895368	0.0550742835	0.021245809	0.1158857472	0.0573450314	0.407834244	0.1888820046	0.10241468252
p	0.01719578564	0.00904062557	0.003149292348	0.025825423046	0.0627637637	0.0636570042	0.4056673494	0.3127746926	0.09992606
ò	0.0030609595616	0.0068515434158	0.0050097938216	0.00818548166	0.01440278896	0.1252102805	0.2905293196	0.3974447664	0.149305029786
t	0.047502134312	0.0025739623054	0.001282169469	0.002708861252	0.006696186912	0.00710566099	0.2006629945	0.4874239008	0.24404406232
t	0.0001327763701	0.001653319954	0.00082808951644	0.001300268572	0.002514089368	0.0602382904	0.12362017028	0.72674945	0.0829635264
u	0.00360926818588	0.0202719946735	0.010435384018	0.003284546276	0.00909724528272	0.02210940366	0.0360794128	0.666592572	0.228520188
</S>	0.0114124582248	0.0060250604212	0.007107743852	0.0090453526068	0.0444597832732	0.0154519847084	0.055857403184	0.29846311	0.552177086
