 	le	melanzane	vogliono	girate	</S>
i	0.97488131	0.022549227262	0.0015021565924	0.000660241689404	0.00040709436606
m	0.931849622	0.042512908176	0.009963079276	0.002416657908	0.0132577042508
a	0.561527246	0.2688292702	0.1040061211	0.0072515694902	0.0583857625556
r	0.594383904	0.2417189568	0.007157721034	0.0828104971208	0.0739289072925
a	0.1143635186	0.761558618	0.08649665414	0.00194467864	0.035636579982
n	0.1440885046	0.687160542	0.11115858056	0.031240336996	0.0263520074874
g	0.02760385448	0.755592426	0.1627894198	0.000929404592	0.05308488608
i	0.2147071832	0.6178263414	0.1197185928	0.02801975448	0.019728131178
à	0.19552135622	0.553341086	0.2369430296	0.011344695132	0.00284983668
n	0.0222671918	0.484948467	0.4535225272	0.02460633752	0.014655475534
e	0.008839653714	0.3435273312	0.582931968	0.03513415874	0.029566908168
i	0.1753871457	0.08417873554	0.592987542	0.0938654334	0.0535811406
t	0.00728304638	0.01594788412	0.748357928	0.142999016	0.08541213348
è	0.0037498522556	0.01212441078	0.893316898	0.04461771392	0.04619113406
l	0.009063569646	0.01408693862	0.735262666	0.2247263256	0.0168604834
u	0.002826253815	0.0071940203	0.78966798	0.1489157772	0.051395973078
n	0.019424349572	0.02022886311	0.219731761	0.530238122	0.21037695
e	0.0212630875174	0.00729846432	0.502633196	0.353793818	0.1150114256
v	0.01288615456	0.034248222382	0.1579111432	0.565659846	0.229294647
o	0.101907881214	0.015961775852	0.1300975206	0.559009662	0.1930231304
t	0.01600407456	0.0855906870832	0.05419489336	0.59668731	0.2475230344
i	0.0272548420714	0.0198961239564	0.095234398	0.595692962	0.261921686
m	0.00935792491	0.039038845832	0.04313636375	0.537116414	0.3713504384
m	0.0112110640474	0.007067221426	0.01302071188	0.806151364	0.1625496524
è	0.0217281316331	0.0099886292152	0.03466612413	0.516933438	0.4166836766
n	0.09272185616	0.06669787474	0.04634383865	0.3304352076	0.463801234
e	0.0345416191	0.01723120161	0.039510957	0.71026891	0.198447308
</S>	0.02203615022	0.01681801306	0.07139870341	0.154685292	0.73506184
