 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.89353874	0.10364526666	0.002066074992	6.149216912e-05	0.00015128377714	0.000152847070832	0.000111417046106	0.000198363624044	7.45176887636e-05
a	0.713861502	0.2653225574	0.003659665772	0.00167288612536	0.00209430806914	0.00123622444253	0.000782366538986	0.00112279383521	0.0102477028464
p	0.3056531246	0.64326953308	0.042988966828	0.003307600464	0.00048044795904	0.000989534672049	0.000972788940892	0.00181210401284	0.000525914953555
e	0.2969824328	0.6091506268	0.06710835878	0.0192376648992	0.0046055590316	0.0011037075864	5.902589728e-05	0.0004633840234	0.00128919495935
d	0.1928999945	0.778233352	0.024031385	0.002319354508	0.00052025818666	0.000563375702826	0.00016248600256	8.88977570305e-05	0.00118091471957
ì	0.097088266264	0.625510694	0.2160079888	0.0331537013636	0.017256106358	0.0056723805516	0.0004128868284	0.00206138231914	0.00283657285096
a	0.0657665798	0.679586608	0.120270208	0.13111549694	0.0026270354272	0.000314445940366	8.17481181692e-05	9.82723211228e-05	0.000139575613488
m	0.010532993602	0.2276176454	0.626952572	0.0797387632	0.03004841162	0.01629860073	0.00326291433	0.00122349507784	0.0043245735539
i	0.0234481757332	0.135884725	0.667547998	0.06379346972	0.06266858244	0.0213331046	0.001545173968	0.0043588619486	0.0194199172764
n	0.0437080903786	0.0739215744	0.66192473	0.1649979812	0.0414435976	0.006404050596	0.00448885236172	0.00175609579542	0.0013550062257
c	0.013904344834	0.038958540636	0.671050846	0.12096643606	0.0830709458	0.0204765774	0.00280673437	0.0331153042234	0.0156502745618
i	0.04823302232	0.21020260984	0.3819574852	0.181530595	0.05201822948	0.015755184974	0.0060515275768	0.0359061717438	0.068345113793
à	0.162192524466	0.052018189178	0.351864757	0.2235325336	0.1876431962	0.01427281211	0.0038802433565	0.0044349805622	0.00016071938798
e	0.006767313072	0.02048201649	0.192270516	0.4352786048	0.2379381608	0.05191868848	0.0148228725334	0.0299669663774	0.0105548621576
n	0.00346041296	0.00524423674	0.0458530078	0.3902822248	0.32747869	0.1608039202	0.018203384286	0.0140317064386	0.034642426408
i	0.0585972152387	0.025031594445	0.0373895606	0.09083545594	0.3756525412	0.308508872	0.02170729666	0.05922746406	0.023050015954
n	0.014370272374	0.014784832698	0.01858795138	0.1319608414	0.589906464	0.1621998806	0.04283252413	0.019456249448	0.0059009797604
d	0.0018336198212	0.0181055928519	0.0686381614	0.058947863008	0.293235728	0.451487816	0.0448405528	0.04128460278	0.021626056286
ì	0.0187707610335	0.0590564018733	0.07661508122	0.01017423872	0.18349783068	0.1931083248	0.2389244024	0.146758654	0.0730943066
n	0.006371991798	0.00298450894	0.004974067534	0.0306279896	0.174101102	0.570010106	0.173585759	0.0301603374	0.00718410546
n	0.00709740471288	0.0149454026754	0.01874133526	0.04562713454	0.17297327	0.534692334	0.060324254	0.0803537088	0.0652451414
u	0.100447764791	0.0474834878117	0.0645973038356	0.027930543926	0.12780260146	0.2159725726	0.163305455	0.14333737154	0.10912292516
t	0.013660404603	0.013851249624	0.01076507466	0.0379746828	0.0842313332	0.154843862	0.549444544	0.068959127	0.066269707
t	0.002320225646	0.011492707884	0.031024729438	0.0094550423	0.07193817334	0.352357894	0.265062544	0.1787044438	0.077644274734
e	0.0014358613238	0.0067277950322	0.00521658572434	0.0272696701512	0.110746950928	0.06692155412	0.460307406	0.2099790396	0.11139513186
m	0.001888589404	0.003174954374	0.00436047964	0.03137205662	0.039159551	0.0857392248	0.466752656	0.183558118	0.183994378
a	0.0037622183612	0.0288732944254	0.005967163632	0.01441558686	0.03072057972	0.0758965724	0.4171572188	0.198689514	0.2245178466
n	0.005556169626	0.00558752213	0.007292038494	0.00819362934	0.02020426672	0.0540878674	0.318586848	0.4143308348	0.16616081
i	0.006454467593	0.0411809287182	0.0100914837888	0.019674894296	0.009621957424	0.0359932354	0.2931728052	0.332612594	0.25119765
c	0.00417742972	0.006145080526	0.004136116032	0.007007694474	0.00866140492	0.03156350654	0.1919074474	0.55123838	0.1951629585
h	0.006897185455	0.109408210951	0.00674956165	0.0163885550812	0.006144212772	0.01487177908	0.1509903451	0.427707018	0.260843138
ò	0.0034836004512	0.0118530667178	0.002075470698	0.009674593488	0.005867358283	0.00365659856	0.083268704	0.540508032	0.33961256
t	0.00164977455	0.002333966776	0.00165746563	0.00648212989	0.0049666429	0.0114003237	0.12073745524	0.50453834	0.3462338706
t	0.0026325660819	0.0226915584553	0.0029941590896	0.002677949733	0.002483832364	0.00912841998	0.05271133308	0.650086226	0.254593941
o	0.00643169429868	0.0151933543588	0.0039578569441	0.0068328104168	0.0050968778604	0.004386345372	0.04864787632	0.623849946	0.2856032608
</S>	0.001178589888	0.004901156554	0.00456743022	0.02067745837	0.01824964382	0.0166755474094	0.06794811066	0.2098323706	0.6559697088
