 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.938166416	0.0539799886	0.003227461332	0.00266799968736	0.00042720956726	0.00037780557422	0.000419483082105	0.000733635949896
n	0.2830050582	0.5742717104	0.0297388862	0.00596810146	0.0028358282102	0.00195750601456	0.0073339011566	0.094889015063
è	0.01486212068	0.92570406	0.03291105114	0.01221871722	0.00235988346	0.0017943144224	0.00305270445444	0.00709716549434
r	0.01145732539	0.867177666	0.1030530058	0.01081096022	0.00220719068	0.001114492922	0.000968114641446	0.00321125558354
k	0.04634774854	0.597094242	0.2443064374	0.07156312636	0.01531370444	0.001414105329	0.00469016023486	0.0192704884428
e	0.0162347547	0.3737015728	0.4802208428	0.07304480242	0.02322213375	0.0144994117429	0.0114661919218	0.00761030124231
s	0.002052132936	0.1003925382	0.578746211	0.30129995	0.01143743385	0.004557653955	0.00107818936602	0.00043591398588
e	0.0446180057258	0.1263979433	0.5736877408	0.187455548	0.03944311536	0.005092130407	0.0203435344721	0.00296195542198
s	0.011245496346	0.02415654348	0.4706281754	0.425963016	0.051571447	0.011017517218	0.001430631379	0.0039871907808
e	0.0138170508576	0.0330936032	0.4999945118	0.243446134	0.1516793734	0.0131584257	0.0323617693214	0.0124491705555
s	0.018710635526	0.0161966984	0.2056858328	0.526254282	0.188197344	0.0228829079	0.0022573332264	0.0198150001489
e	0.0071879650286	0.014676955386	0.2000545	0.3190353744	0.363684456	0.0563612898	0.01792854434	0.021070893086
t	0.030414990714	0.011668551706	0.0527910705	0.3599279392	0.419902256	0.112846549	0.00337100794	0.009077617886
t	0.0038427491206	0.003478573226	0.03892080392	0.2596878372	0.548131064	0.117519706	0.015202289906	0.01321697146
à	0.0030182576226	0.0013558731978	0.01577718312	0.29828338228	0.55977722	0.09458295208	0.0145033752	0.01270175892
s	0.00461322113	0.004116571846	0.01152895956	0.0978815598	0.5555350828	0.308900292	0.006061711154	0.011362630866
t	0.0010831918756	0.0012994253946	0.01252119662	0.2151016004	0.63772092	0.0988105544	0.02125578572	0.012207303869
e	0.019349329606	0.0225119759455	0.01301424641	0.10112321124	0.46412778	0.27847582	0.0716448114	0.029752830372
a	0.00285267854	0.004261124472	0.01699590268	0.05844151748	0.25065674692	0.541388756	0.0597679584	0.06563528112
n	0.024401029086	0.010071239996	0.010096289124	0.009123976108	0.0896822387	0.707270208	0.101033483	0.04832155356
k	0.013346707934	0.00226494025004	0.016412513008	0.00942522332	0.11697720454	0.469961878	0.3199874938	0.051624055
ò	0.0089121534824	0.0114055897517	0.0218719209848	0.02560628849	0.1662910778	0.2745493116	0.336837239	0.1545264002
r	0.006591996154	0.007279346948	0.0043467020428	0.005783340894	0.0147423933	0.457085916	0.442235026	0.06193531086
a	0.000893208474	0.000932649147	0.00381009606	0.00954862914	0.11864818804	0.52658113	0.31784651606	0.021739634
m	0.009118850092	0.01761641596	0.01197073915	0.017502659714	0.016946327236	0.176434751	0.45906375	0.2913465086
a	0.0057426485384	0.0018764634029	0.0115196821118	0.00402950737	0.029356323728	0.2948351054	0.5359643252	0.1166759696
r	0.0035419937018	0.0129523456977	0.0070628104976	0.00745602762482	0.00676654759706	0.05609990114	0.7313493	0.1747710941
è	0.0023609277904	0.0018859822254	0.00571974319556	0.0013397055952	0.002647969995	0.12199861684	0.728390364	0.1356566716
o	0.00196247621414	0.0041464977312	0.0030307057973	0.0015837457878	0.0019400545566	0.02558692574	0.868875142	0.092874452746
</S>	0.014256995402	0.021774374046	0.0139901591932	0.009795992822	0.0085290107094	0.0563018498	0.477927558	0.3974240816
