 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.98901381	0.00678793534	0.0029840382116	0.0007585951083	0.00011742737426	6.0768478842e-05	4.4474442578e-05	3.4998617991e-05	0.000197931677798
ò	0.594223374	0.03976390338	0.03374222934	0.314364569822	0.0014826056934	0.00226763819027	0.00200157538227	0.00210599392354	0.0100480783595
t	0.809152758	0.1229438602	0.02478089616	0.0348898138842	0.00105316887709	0.00126733540695	0.000312564445676	0.000193238125721	0.0054063438278
t	0.579965784	0.13129548508	0.1841199426	0.05934625086	0.0034049119147	0.0009367440748	0.000410072623742	0.0038297232289	0.0366911126679
i	0.3892670908	0.4406846236	0.1381652302	0.00479816154	0.0104250468992	0.00302530787324	0.00839158952257	0.00451565557408	0.000727296235403
è	0.0847722578	0.75165474	0.1345765212	0.02588374238	0.00210934845206	0.00039564047472	0.000343526016968	4.19952103586e-05	0.000222216861185
t	0.01968777008	0.54123141	0.37453927	0.05190010612	0.0026615000412	0.0012282294577	0.00346524741344	0.000941949999408	0.00434449280315
t	0.01469526556	0.2552818736	0.577266718	0.10927330988	0.024669643	0.0016950412681	0.000388431335672	0.00352095124412	0.0132087724377
a	0.00922640878	0.28682458048	0.655901188	0.01760137932	0.011533862038	0.001646143351	0.0133459814435	0.0032216027844	0.000698857171972
s	0.00556973356	0.1208306154	0.760870324	0.1027916692	0.00760504942212	0.0011847228638	0.00064420964784	0.000145539382602	0.0003581753837
e	0.00707768387212	0.146655054	0.626695754	0.1468226252	0.0351253736	0.006959071948	0.0020475093597	0.0229442773274	0.00567262121003
o	0.01387070265	0.040991221	0.45479793	0.4516873676	0.026109137406	0.004690439576	0.0017983298746	0.000453339970248	0.00560151619439
G	0.00783554265	0.005667244	0.1357087888	0.79802635	0.03719742946	0.00570535832	0.0054097127196	0.00086722082452	0.00358237180194
i	0.000850090006	0.01556718898	0.292141274	0.5479161	0.130348932188	0.00657586746	0.000725892436	0.005350013995	0.000524652018
o	0.035918404404	0.02646080692	0.2990688964	0.583087978	0.04034069159	0.00562114758	0.00375671115374	0.00032906103181	0.0054163669411
v	0.00948177274	0.002399347564	0.0270344014	0.72325058	0.2042427922	0.014390816052	0.01023350296	0.001370596485	0.0075962289846
à	0.0040342469034	0.012376038848	0.0392804842	0.582505028	0.3399314942	0.01526055086	0.001266103852	0.0031619200976	0.0021841189088
n	0.021312285138	0.006413100926	0.0304602089	0.478854048	0.4261366954	0.0271813685	0.0053422891186	0.00147350333056	0.00282649787369
n	0.005965827182	0.005840964832	0.07146525452	0.37715296946	0.4601327902	0.05252760394	0.002840092368	0.0127012039732	0.0113732896668
i	0.0951348695792	0.0057641845964	0.04706560748	0.33943875	0.26461274	0.0255459992	0.021690025775	0.0105701722986	0.190177670564
e	0.02545200722	0.02222108346	0.04035351046	0.2467397492	0.3602788628	0.210667844	0.06348582554	0.0084440524	0.0223570001832
A	0.00919237908	0.004081698972	0.00272574594	0.1852643066	0.600505322	0.141673216	0.0420094272	0.00343774622	0.0111101596308
n	0.0046972952372	0.0013065971326	0.00211332001	0.186070978	0.573566922	0.2054421154	0.019040706974	0.0037724802998	0.0039896029762
n	0.00657971624148	0.00103920574	0.004595951888	0.20146706546	0.60192534	0.0765358616	0.03355653598	0.020040109808	0.054260198462
a	0.0317230741211	0.0151774222478	0.00548151433752	0.10973531664	0.2954957646	0.1787163696	0.0598980684	0.06691406212	0.23685840528
ì	0.00820237234	0.002236485148	0.005617726636	0.014001967	0.2478471192	0.59698577	0.0873468822	0.00712778668	0.030633875752
s	0.001547459682	0.0008331158648	0.00119007622	0.00539406756	0.1483271138	0.714736014	0.0993064968	0.01523331979	0.013432318154
