 	avete	cucinato	le	verdure	</S>
i	0.991364006	0.00718374734	0.0003382431834	0.00042303631748	0.00069093997154
m	0.87421989	0.0475723288	0.003618721612	0.0403007012044	0.034288366089
a	0.428815582	0.4418768788	0.0284914058	0.043534401244	0.0572817109892
r	0.586519904	0.2677154362	0.01893019118	0.0258165994326	0.101017936354
è	0.17408344126	0.688838982	0.0636687448	0.027287104524	0.046121684046
t	0.1778297112	0.73302185	0.0800675902	0.0054287949244	0.003652010868
s	0.14229059166	0.686543684	0.1184316458	0.01811583296	0.0346182482708
a	0.02368412726	0.721624726	0.210096544	0.037812978594	0.00678166438812
t	0.03727292116	0.3032207612	0.5670659752	0.065947868462	0.02649246878
o	0.037450259636	0.2843536204	0.548517011	0.0978735722	0.0318055414
l	0.06297758342	0.0746310866	0.456670894	0.28038277656	0.1253376534
a	0.02198350221	0.0424560487	0.5516925	0.286599044	0.0972689096
l	0.09194750354	0.01259404918	0.311399066	0.37291465836	0.2111447028
à	0.013847501186	0.00982964376	0.29588017	0.484685546	0.1957571212
c	0.027353220856	0.005212836718	0.15941446776	0.548145577352	0.25987386616
h	0.0716776334588	0.001051748086	0.0464884516	0.721617914	0.1591642522
a	0.0131032765893	0.0308877171784	0.069193984584	0.818754064	0.068060969164
n	0.0153097056694	0.0158925409488	0.02647771789	0.26000145032	0.68231860178
a	0.0443681942886	0.015189815299	0.0544905074782	0.6493383948	0.2366130772
</S>	0.191687288377	0.0317428283816	0.06356709026	0.2718470458	0.4411557514
