 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.986890684	0.01131422692	0.000717481716	0.00078266677434	7.790637836e-05	4.6188629156e-05	3.48246074192e-05	0.000136074818702
ù	0.97068139	0.0260690208	0.001140702254	0.0004555554456	0.00016331305828	8.872720617e-05	0.000219700081401	0.00118159418694
t	0.8023942	0.1916090902	0.004812941396	0.0006160723824	0.00014312815942	2.7568837952e-05	2.75630072892e-05	0.00036943664501
t	0.784598726	0.1846629648	0.01179195392	0.0068163448872	0.0006521277796	0.00019426261828	0.00157848956205	0.00970515966975
o	0.698277826	0.219236644	0.0241324323	0.001135948819	0.0124891388147	0.0144569729344	0.0293652602572	0.000905793114649
s	0.0767231185	0.816068692	0.09833839886	0.004924795284	0.00214073929312	0.000962939045442	0.000326657096372	0.00051467883563
p	0.0805112366	0.716443798	0.1732326316	0.0151550229	0.0022935619066	0.00093122208022	0.00536793782924	0.00606455800245
ì	0.04780068932	0.848568934	0.0740872508	0.013724456774	0.00409181309196	0.00203270136928	0.00916069230532	0.000533477966269
t	0.040602491266	0.48205064	0.4553914374	0.019521028368	0.0017589130432	0.00019509381092	0.0001681563438	0.0003122438735
i	0.02548291588	0.448329342	0.472891002	0.04037753374	0.003906247296	0.0011804884076	0.00518806899752	0.00264439167633
t	0.0266729753026	0.2193698926	0.635532538	0.0860771214	0.01294840103	0.0129349058224	0.00469598851046	0.00176815988966
o	0.002407871862	0.1336400822	0.671601216	0.1591185182	0.01756670736	0.0021243034612	0.0101616413034	0.00337966710598
f	0.0105728114906	0.04054437416	0.67560846	0.250156442	0.00969331878	0.003638849158	0.00199952373622	0.00778625620016
a	0.001656522816	0.02677126356	0.400848406	0.530038442	0.0252009616	0.002679784268	0.0053830778104	0.0074215393824
b	0.009922267286	0.01613194168	0.4553686272	0.470075086	0.03658280062	0.003887217004	0.00167775577504	0.00635431221521
b	0.001017874032	0.00814016984	0.177884857	0.731918546	0.066180148	0.00361941494	0.0066895735482	0.0045494298526
r	0.0581296040184	0.025354436206	0.186628638	0.58764459	0.08506962524	0.019673125	0.0249413244454	0.012558644036
i	0.0531433221912	0.034490619864	0.1637863932	0.574411344	0.0945443986	0.01631970302	0.0429031872764	0.020400998897
k	0.075032838384	0.01128451843	0.07367398932	0.279193824	0.408872702	0.07004849248	0.06331064329	0.01858300634
è	0.0074298702768	0.004291975528	0.0424962254	0.634728022	0.231854596	0.02723529554	0.042498494688	0.009465530406
t	0.147441920238	0.026638037244	0.07474011288	0.2498932988	0.4158854624	0.0676777011	0.0137432325	0.003980216454
s	0.001233205968	0.00584503771	0.054785107	0.426462158	0.401826153	0.0578517818	0.026308158176	0.0256883885964
a	0.0100722035403	0.004755923798	0.0122899897	0.215611375	0.536452044	0.1017301722	0.049110080558	0.069978225514
n	0.007770377142	0.004556860074	0.00373473087	0.0154775806	0.710932102	0.2212191468	0.023723098348	0.012586117442
o	0.00057391592194	0.00542396656054	0.006375675184	0.10198499814	0.699340614	0.0887792066	0.060482634036	0.037038978042
p	0.004052973274	0.0056200078292	0.0079003317368	0.006702158906	0.534249044	0.375408404	0.04450296014	0.021564134538
e	0.0007203734882	0.0020963455184	0.00409281178	0.0148053679	0.5869391728	0.265784272	0.08230084047	0.04326082654
t	0.005781039334	0.006012585435	0.007661719712	0.0061166116512	0.4419242224	0.437618302	0.051107972	0.043777566734
t	0.000530561746	0.00342710628452	0.0043325071066	0.012330230116	0.4107794826	0.291378622	0.1523076927	0.12491377794
ì	0.00150985630644	0.0042542518251	0.0041008871086	0.007041494714	0.2914535398	0.44830571	0.099021114726	0.14431316984
n	0.00115419111	0.001497579664	0.00122326003	0.00229264972	0.2558973824	0.46591351	0.1462214748	0.12579993497
t	0.0007696744082	0.00995695122692	0.0055842380536	0.016676399751	0.241648197	0.375940214	0.1594161108	0.19000819636
a	0.0111094612451	0.00701377707245	0.00588064957298	0.00832873501812	0.26313677414	0.373389822	0.1765161272	0.15462467224
c	0.00917619661	0.00644646426	0.00283765652	0.00691675596	0.0519384314	0.417737793	0.2224509752	0.2824957088
h	0.003445686504	0.0146049008868	0.0102589206136	0.0207251877744	0.0726428004	0.2617067374	0.4045842252	0.212031559
r	0.00985343782602	0.0085673657248	0.0083971479392	0.004277584914	0.09874094514	0.4451624406	0.23233165934	0.19266943866
ò	0.00230601883992	0.006487866915	0.0076520044024	0.016880602108	0.1326990386	0.4105887826	0.2348602092	0.188525452
n	0.011315645704	0.00537380722	0.00442789704	0.00498531484	0.0320850225	0.1355262836	0.398683784	0.40760224574
u	0.0013262952728	0.0027579519894	0.0019533021074	0.00342367382472	0.02091587194	0.2629212318	0.4087000832	0.29800156112
a	0.05409453976	0.0364227265	0.0202312348	0.01988455666	0.0261347107	0.1068421458	0.3808019628	0.3555881428
m	0.01525415692	0.01180283944	0.019149812612	0.01586912354	0.0127678456	0.1758398352	0.340154496	0.4091618864
p	0.003107678903	0.009585768764	0.0127535082596	0.009878964884	0.01828707766	0.2057408102	0.5058936672	0.234752508
ì	0.002474456218	0.005729932454	0.0057864606534	0.008762643472	0.0232825113108	0.332935889	0.2647264252	0.35630173048
</S>	0.07408869712	0.00879454324	0.02315752486	0.01604277808	0.03592249104	0.054004504394	0.395290934	0.3926985154
