 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.985642658	0.011241064	0.0016167990244	0.00016221711936	0.00018569674682	0.00050989539272	0.000641685181224
n	0.750404826	0.196728935398	0.012410767125	0.0052454276666	0.0051761982778	0.0014564874019	0.0285773845179
a	0.5027677202	0.45014222994	0.0104084376236	0.0017081753072	0.0009415170676	0.0034201917363	0.0306117028173
v	0.32101639876	0.6183836804	0.0449831288	0.0109002404884	0.0031915099956	0.0013453248434	0.000179694272
o	0.08902158074	0.760489298	0.1245547228	0.009314377212	0.0019177630414	0.0030456886318	0.0116565457523
r	0.03308147092	0.517731796	0.2515022324	0.030546322238	0.0055357377	0.0169819627286	0.144620431505
à	0.036829585058	0.500547734	0.2796602104	0.1085270392	0.013256324356	0.017111086576	0.0440680179022
s	0.02488915398	0.196351552	0.551981836	0.204672631	0.01414239076	0.002177973368	0.00578445239332
o	0.00411183504	0.2537223286	0.579527828	0.11802932323	0.00710502161	0.006659597726	0.0308440912983
o	0.02579612061	0.04843357894	0.546749416	0.3217118336	0.036458606	0.01424156253	0.00660887884
s	0.04921761508	0.01893600906	0.191356806	0.529617612	0.1736747912	0.0102465492	0.026950564355
s	0.0198511543576	0.01142662134	0.2009177186	0.636323408	0.071402816	0.03558947888	0.024488781696
o	0.0040691376296	0.0126283142376	0.2287532606	0.6524313736	0.0401738024	0.01512981426	0.046814280882
m	0.018270271336	0.008953269686	0.0424282352	0.376627788	0.426605858	0.07795842672	0.04915619776
ì	0.0098693062288	0.00671386374	0.0950909688	0.65797575	0.1164994602	0.04617838326	0.0676722881
k	0.0055233156988	0.001279018368	0.011719550628	0.1514336994	0.67763047	0.1251086626	0.02730531528
a	0.0029607163448	0.002450174812	0.0209006615	0.2332446866	0.398682784	0.22992960626	0.11183136432
m	0.01785867631	0.0046739670194	0.024586450694	0.0853857308	0.499768326	0.305035194	0.0626916724
è	0.0014176301698	0.00174294139	0.005590116	0.05782572964	0.3382860012	0.3138693388	0.2812682342
r	0.0068892353708	0.001851290996	0.00261879588	0.03515752634	0.2536228378	0.61942093	0.0804393731
i	0.001883647968	0.001237277865	0.0037280696	0.01069644402	0.1417601498	0.6872587	0.1534357416
</S>	0.04588844859	0.005482411686	0.026571803412	0.0164018802	0.0828130786	0.299119788	0.5237226012
