 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
m	0.98969548	0.00667408378	0.002423243412	0.00073577069632	0.000109934535618	5.9129183588e-05	3.6178220133e-05	5.24484571466e-05	0.000213749104695
ò	0.589352702	0.043063091351	0.03510372934	0.310416355249	0.00170256299532	0.0023117054083	0.00217531306672	0.00480959249268	0.0110649178821
t	0.807370294	0.1205623414	0.0257411873	0.0367833905948	0.00162067181574	0.00213537098319	0.000251503700738	0.00020989410541	0.00532533195442
t	0.59832979	0.13381929008	0.1811520386	0.0592558182	0.0034947873701	0.001004869353	0.000660579461684	0.00054542025366	0.0217374413393
e	0.4007384992	0.43891890184	0.1289463226	0.00459027966	0.0106893660764	0.0040793709538	0.00851550886618	0.00275322315966	0.00076854169956
è	0.0804861108	0.77315972	0.125607347	0.01787877852	0.00201093244076	0.00040151060876	0.0002509693871	3.9222782202e-05	0.000165432425384
s	0.023194159	0.540138394	0.367069652	0.0480253322	0.0026446825572	0.00219672008614	0.00711313388252	0.00390001735066	0.00571792381002
t	0.02541771096	0.273990468	0.565821386	0.092261030412	0.020926141121	0.0020130004676	0.00053628492184	0.000854106498653	0.0181798963271
a	0.00877741855	0.28524492308	0.659260186	0.01545984132	0.012246444482	0.0022758782496	0.0113827912738	0.00443349101484	0.000919060921249
s	0.00515430832	0.1188819682	0.77124706	0.0943034108	0.007747082431	0.0013760071412	0.0007997501828	0.000102416825	0.0003880028654
e	0.0072500872989	0.1461328518	0.630161732	0.155390558	0.0371525422	0.00746068843	0.0040721585094	0.00655197701937	0.00582740407991
o	0.012928276708	0.0407569576	0.442592164	0.4618660204	0.026910164176	0.006555461758	0.0031375961584	0.000377245291732	0.00487612739756
G	0.008740508892	0.0057901244	0.1417521894	0.793889548	0.02924109492	0.004831685728	0.010703528574	0.00126643880592	0.0037848630169
i	0.0008940798958	0.01686643198	0.28309502	0.55136525	0.137002407834	0.00659954	0.001961504556	0.0015662900508	0.0006494785354
u	0.035396038502	0.027951779	0.295469137	0.587947826	0.03764699128	0.005987038724	0.0038477149621	0.000452881299053	0.00530054222383
v	0.00916903362	0.002661166184	0.02561466366	0.686077126	0.2126711984	0.01538677206	0.035232502974	0.0026502622404	0.0105372728394
à	0.0048100419078	0.009572029596	0.0348994261	0.549362356	0.3768521628	0.01570173	0.0050103072	0.000688974166	0.0031029625166
n	0.02143616805	0.005959270168	0.0339597737	0.4744801476	0.416455494	0.03128468714	0.0122539514734	0.00231370084768	0.00185676901564
n	0.004747228068	0.005582170548	0.07375179566	0.3574381627	0.498761828	0.045239758	0.004107611226	0.003879468611	0.006491990661
i	0.103949124665	0.00724686601028	0.04914232316	0.3430683822	0.2517999696	0.0258350728	0.024921165598	0.0238272343728	0.170209871344
t	0.02058151958	0.01515511542	0.03007222584	0.2297030894	0.382187794	0.259598634	0.0451428974	0.007482610364	0.010076058594
i	0.00104939249359	0.00328852696284	0.0078594314	0.247484676	0.584420964	0.0956369556	0.01026039708	0.023198587774	0.026801038192
n	0.008582357506	0.0070486867408	0.0055093155454	0.068900692	0.441891222	0.406149582	0.0448659626	0.004871568684	0.0121805894249
A	0.00100160919676	0.00353878551146	0.00092111337096	0.086485235	0.72714674	0.1452646692	0.0167189536	0.01203664944	0.006886267769
n	0.00736818494	0.0014698127592	0.0015104133128	0.0584135946	0.390876308	0.472045133	0.06136036196	0.004781900587	0.0021742927267
n	0.00496719640248	0.003331506965	0.002076686226	0.15431529782	0.570147104	0.185591538	0.033041576	0.01633454293	0.030194514886
a	0.0739967573168	0.0111143512527	0.0171013010778	0.038054516754	0.2531042358	0.2301042236	0.0669342002	0.078411471686	0.23117892636
ì	0.0069743873	0.001147354394	0.003165571896	0.00558321394	0.1178237514	0.708594388	0.107304907	0.01003097682	0.03937544123
s	0.001767897716	0.0006669005126	0.00103600983	0.002460201548	0.0648203682	0.755647348	0.1496609184	0.011052658848	0.01288768011
t	0.00179320625274	0.00353030449924	0.0005997488562	0.01181506809	0.25667232	0.569389626	0.1007802014	0.04252834922	0.012891161024
i	0.0226838452894	0.00956077702255	0.00750191071348	0.0043378119768	0.176846886	0.316889016	0.23038889626	0.10581126082	0.125979607408
n	0.00242687534	0.00093946043	0.001146378572	0.00135351894	0.0156199364	0.533663278	0.35173836	0.0399060068	0.05320618798
e	0.00510544540786	0.00814955661372	0.00236552004336	0.0050188929254	0.09365693406	0.39100389	0.2997413408	0.1390019854	0.05595644676
a	0.002943984704	0.003874109752	0.0022687195358	0.001244823934	0.01066995274	0.271291056	0.518611622	0.142559018	0.046536701
n	0.0013692766264	0.00173756982788	0.00105232805806	0.0021431381814	0.00420967416	0.245349102	0.592073894	0.1176070844	0.03445791428
k	0.0070279332698	0.00402225406291	0.00129332137739	0.00265326239448	0.01432548336	0.1915227794	0.40819952	0.329906704	0.0410487316
ò	0.0120557808367	0.00891572369151	0.00694730494504	0.0106224796062	0.12412569061	0.1502397626	0.1819000162	0.305858328	0.19933491588
r	0.003731126122	0.001191890596	0.0009848507948	0.000617671906	0.001725719876	0.09526869592	0.34115291	0.478603626	0.07672355634
a	0.0006236539488	0.001502281689	0.000705341666	0.001389576672	0.014915806924	0.1087835372	0.497368043	0.3262852152	0.04842658458
m	0.010562664872	0.003621816888	0.01157158972	0.001621251324	0.002798508506	0.07337914934	0.1612635428	0.420048432	0.315133067
a	0.0048500402998	0.00860520092946	0.00126737023588	0.00183908009908	0.007703380244	0.05006336704	0.2560321644	0.52282288	0.1468165066
r	0.00428813373072	0.00355841852516	0.00612822118576	0.00227234918426	0.0031302212686	0.015207782494	0.08303818502	0.672784356	0.20959233794
è	0.00177545170226	0.00294781007467	0.00059821063882	0.00063183328732	0.0011719465608	0.00825922768	0.1066286564	0.742920332	0.1350665514
o	0.0041712398216	0.00149531458688	0.0023472714002	0.0037761304324	0.0034945659815	0.006466999718	0.07049238318	0.794273128	0.11348297754
n	0.0122574212374	0.005944690436	0.0079946433424	0.005191641086	0.0067552936302	0.022681104224	0.10617902942	0.416044536	0.4169516402
t	0.0484233069727	0.00816213779105	0.00656734659908	0.0012027437968	0.00157109617344	0.00934069909	0.09764343052	0.704434252	0.12265497028
a	0.0092632902087	0.00479660020742	0.0152626297149	0.0010338211526	0.00155421603752	0.014471374926	0.0778802147	0.67889852	0.1968393014
</S>	0.00388708405772	0.0013074641891	0.00348210387094	0.002053385134	0.0035438085257	0.0219191982917	0.054922099426	0.400724736	0.5081601
