 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.986761884	0.00940601786	0.0034065058306	0.00012201595484	4.1252206298e-05	4.385093449e-05	1.52339662294e-05	4.39656152508e-05	0.000159221090773
ù	0.979620382	0.0166212017	0.001372632412	0.0002387557274	0.00015482101774	0.000176138692158	9.7295592227e-05	0.000366685509825	0.00135209054295
o	0.902759318	0.090577257	0.005552063788	0.000368939844616	0.00024437101426	4.2192955752e-05	1.82904645798e-05	3.92158071348e-05	0.000398357245963
o	0.35909897	0.550472608	0.03762214212	0.00526985248202	0.00187718878824	0.00123972185124	0.031209920642	0.00176315712228	0.0114464345714
f	0.0907692078	0.778101374	0.0593225904	0.0063562389731	0.00100939393332	0.00148560695264	0.0120542305958	0.00334231446874	0.047559064811
r	0.0472032114	0.600474732	0.31874733	0.00568445708	0.001822644696	0.0012294969982	0.0002537735836	0.00297468926532	0.0216096306202
a	0.0949599678	0.649312214	0.2270565248	0.0209880532	0.0046044385492	0.0006330026175	0.00117492566646	0.0009907308291	0.000280134085462
b	0.025011126978	0.612921908	0.3440238672	0.01325569384	0.002059963714	0.0007398315382	0.00160060431892	0.000118403265827	0.000268630846775
b	0.00546896364	0.281589375	0.671922884	0.02437875952	0.005227945496	0.0014679994474	0.0004032557498	0.00431323879692	0.00522762232287
i	0.11926692554	0.3385864742	0.476428723	0.0497535948	0.007503084	0.001859399134	0.0016257754796	0.0038966981966	0.00107935022392
k	0.0364005162536	0.367021478	0.4573629568	0.1066467918	0.01118628632	0.01113471438	0.0064348425686	0.0010775072923	0.00273493329078
è	0.004291727178	0.0390397814	0.72567445	0.1892867702	0.0209831686	0.006142891578	0.004400686064	0.0066890231148	0.00349149015
s	0.055091274402	0.14090583366	0.431416052	0.29633741	0.0585588608	0.01316735192	0.002540540706	0.0010493998682	0.0009333298254
s	0.000881859814	0.0563404402	0.481845762	0.352619068	0.0651116732	0.007097229648	0.003663755424	0.013508936957	0.0189312760405
a	0.01250219448	0.03720645978	0.2021134424	0.609279936	0.07020936456	0.009520809514	0.0427779792009	0.00502775260314	0.0113620597718
n	0.009330703908	0.00694432272	0.0619084256	0.599871248	0.2480709972	0.0546451908	0.01588427398	0.00128717081	0.002057632458
o	0.00066875068726	0.0080154690326	0.2460563046	0.463703376	0.189153675	0.02867340408	0.005009820288	0.0456965697054	0.0130226292556
m	0.00445727962	0.007122331896	0.01015205002	0.3323963306	0.433560906	0.1598407868	0.042202550046	0.002450135692	0.00781759546838
a	0.0007183809684	0.004672630276	0.07005913726	0.4355834894	0.319597676	0.0956566188	0.00946842568	0.03961830952	0.024625356884
s	0.01893819043	0.008213790276	0.004915828382	0.1772044992	0.48017108	0.2540399994	0.04976979324	0.00295111082	0.00379572988316
t	0.00056264860552	0.00237768710254	0.029861937676	0.23944774206	0.399685122	0.2198143244	0.0338023466	0.050354589927	0.0240935887443
ò	0.00107629027718	0.0014731183986	0.0140130260896	0.3476907326	0.394567534	0.165551622	0.021281701	0.044041489384	0.010304481144
r	0.000448157342	0.0006070014984	0.0010823144024	0.059692503	0.416702776	0.351825162	0.1555846496	0.0075264609	0.0065310095328
i	0.00017775945732	0.0015849958502	0.0089060705488	0.2449511688	0.321637994	0.2477732516	0.04537436	0.1145868123	0.0150075891004
k	0.007444437574	0.003062843879	0.00590048665	0.01366389834	0.2017248104	0.36550092	0.3631873166	0.02268174078	0.016833532596
a	0.0004509063628	0.0012729532304	0.0047363169374	0.0641733289	0.199322118	0.3244145038	0.151516126	0.2234196936	0.030694074186
ì	0.00309681428	0.0055720447	0.0016148880464	0.01396523648	0.1238684074	0.3685609532	0.400731666	0.06775599928	0.01483400264
a	0.001806122014	0.0009381678274	0.0021691208174	0.00276935468	0.0253559314	0.5213972534	0.3116906135	0.12295494646	0.01091845124
n	0.009081306808	0.001773569294	0.003139317549	0.002449560484	0.0100980856	0.336983846	0.4031694284	0.1907723572	0.0425325484
e	0.0017115926614	0.0016566736184	0.0036868411485	0.001709077124	0.02314905404	0.20626461298	0.32337040558	0.40030308	0.03814868214
e	0.0029855614	0.0067276646888	0.002591582144	0.01175997958	0.0291066962	0.2260301298	0.3575427318	0.310351488	0.052904198
f	0.01495079224	0.00756765039	0.005354945784	0.005117353404	0.006207867944	0.1376142114	0.2479917292	0.4661717554	0.1090236828
r	0.0015839791624	0.00262052265488	0.0047277322572	0.003367446087	0.007537235544	0.03394139222	0.16329250526	0.692174534	0.090754633
a	0.00109591918417	0.00457575751492	0.0080664482514	0.016856750554	0.06644334242	0.135267022	0.22948033924	0.367172248	0.17104214216
b	0.0029765147164	0.0021919812335	0.0023760819434	0.0054632186628	0.0122338428682	0.04168000952	0.1126193046	0.486263902	0.3341951684
b	0.0010243317252	0.0025614688649	0.0069065858318	0.002474027044	0.005473295388	0.020263430448	0.15418286796	0.670101602	0.137012396
i	0.0062316994567	0.00584173332354	0.0080494053192	0.027162372032	0.0433336868	0.04412420514	0.08254555966	0.5535556268	0.2291557076
k	0.004389234572	0.002043504394	0.001747646404	0.011818959618	0.009380988422	0.015572102768	0.06914935948	0.402755991	0.483142204
a	0.0017931624208	0.00461963592824	0.0108974030183	0.003376793886	0.004243126844	0.014365656506	0.045688036796	0.58202134	0.3329948346
t	0.02848695382	0.0049602301	0.016530213166	0.01558194568	0.00886689316	0.01247013258	0.0368658544	0.4379479516	0.43828978144
