 	le	canzoni	più	belle	sono	scritti	nella	notte	</S>
t	0.991430912	0.0065564369	0.0008861829194	0.00074001532002	0.00010140530211	6.82730618856e-05	4.6894584982e-05	5.68906973858e-05	0.000113016188854
a	0.85740636	0.0860450082	0.008889361728	0.0301146957569	0.00630693392991	0.000597555677999	0.00325741985633	0.000685333087115	0.00669734126642
t	0.575503188	0.406642983	0.00985203264	0.00473363487408	0.00044112105448	0.000113887664706	0.000453549848138	0.0020413111149	0.000218279516411
r	0.454334208	0.445290758	0.04219945276	0.0476268404	0.0032208710416	0.0004993989469	0.00035756842956	0.000786900994746	0.00568396175783
a	0.58998644	0.364452291	0.01555768962	0.0196717497052	0.003464667462	0.00136502398051	0.00130360877858	0.00378791612361	0.000410623938365
v	0.06504618288	0.850511942	0.07306831514	0.0099327737306	0.000784965696574	0.000293785155171	0.000134205655796	0.000109396734327	0.00011842191807
ù	0.09537414092	0.642054454	0.209285972	0.04121014914	0.008332215154	0.0014151570256	0.0004163941054	0.0006647238032	0.00124681124788
d	0.02109699512	0.672170736	0.292527864	0.01239127536	0.00094436852806	0.000684272591644	9.13318366286e-05	1.47267948604e-05	7.8476866676e-05
i	0.04414926896	0.52309093	0.298365174	0.0966174604	0.016550671998	0.00509060230192	0.00091802100666	0.00131959032554	0.0138982631168
a	0.016978312046	0.1515875878	0.76565123	0.0475636404	0.01013079246	0.00591817093352	0.00117125029336	0.000315241143998	0.000683771648
p	0.00325087126	0.0389512728	0.838263408	0.077379752	0.01222444576	0.0268521113641	0.00108262256446	0.00070628464474	0.00128923082384
l	0.02957456873	0.0341196388	0.632917508	0.278809738	0.01888650554	0.0038655070144	0.0006425667974	0.00057598912468	0.000607972044
è	0.0114782597672	0.169991769082	0.409221622	0.329644368	0.05983441674	0.006988130632	0.003634457734	0.0067519433704	0.0024550479468
o	0.003156566684	0.02286532612	0.55233667	0.330828696	0.06378628094	0.0223441238508	0.0037699020346	0.0006524786043	0.000259978048
n	0.01117004918	0.006200846312	0.292762376	0.512640618	0.0968731488	0.072949310354	0.004762446534	0.0011024434552	0.0015387631636
ò	0.0065773134854	0.008171403074	0.165730362	0.682782568	0.1163861826	0.01275319854	0.001459067586	0.0035992709	0.00254063338
r	0.003106412682	0.00416495216	0.0491173094	0.49254506	0.398858342	0.045281730924	0.004938839978	0.001194664996	0.000792690806292
r	0.0026489814509	0.002263566465	0.0649737744	0.698944842	0.178574344	0.03411482524	0.00356801036	0.0037119761208	0.0111997022943
i	0.043845288324	0.015027333794	0.04428671066	0.540197076	0.1855694612	0.04755164238	0.031101470554	0.0333927433158	0.0590282724708
a	0.003845159218	0.0026717734316	0.012031066851	0.115836574	0.659840058	0.1727983848	0.02638573136	0.003751007698	0.0028402709924
è	0.00360785876	0.0068808422614	0.0099475918036	0.1388311608	0.49363819	0.2847678772	0.03752432822	0.00788489978	0.0169172368547
r	0.003267152332	0.002523533846	0.006124664534	0.10386546138	0.407516884	0.4096900806	0.041528275008	0.00666684804	0.0188170963846
k	0.0023392606174	0.000449188682	0.004241182808	0.1000098232	0.364608694	0.455042694	0.0382072576	0.01934772462	0.0157541751148
u	0.0483692178474	0.0112299687732	0.034945634836	0.125904755	0.257222112	0.1978240274	0.1409187034	0.06471831436	0.1188672628
t	0.00126342689	0.001176419028	0.001741712766	0.01689265464	0.1188916226	0.59075138	0.236796797	0.01397250396	0.018513501896
t	0.0064917976316	0.00060912755492	0.00115241611048	0.0096257824	0.1503129834	0.548826116	0.154859518	0.0772168493	0.0509053754784
e	0.0124720614827	0.00238571180993	0.00242928572397	0.00405704976	0.0689878148	0.451395036	0.258360864	0.106087384	0.09382475848
g	0.000757041606	0.000959369252	0.0023419297544	0.00350643922	0.0382468346	0.445538946	0.41703134	0.0406912524	0.05092685394
r	0.0212120891832	0.00114961005712	0.0029537440444	0.01383195052	0.07639114094	0.3586889052	0.230996938	0.2074430712	0.087332559208
a	0.00259721698085	0.00264231250872	0.00254786553226	0.0026859823	0.01495609098	0.172947076	0.435176906	0.2100240496	0.1564224902
m	0.001954759056	0.001707923266	0.0022342192758	0.00413269862	0.0204366106	0.2768502506	0.43251994	0.1615345532	0.0986290404
m	0.0068676143308	0.0011653547438	0.00073302798786	0.002639495	0.02354918704	0.2279403838	0.328419266	0.2900911976	0.1185944598
è	0.0061498544664	0.0021174698204	0.002315045234	0.00330058242	0.01250366034	0.14014153296	0.339066773	0.2871812	0.2072238849
n	0.010103862432	0.012028482908	0.006876808025	0.069508051	0.01677100422	0.0854167306	0.1912491852	0.359234992	0.2488109024
a	0.0050567222316	0.0020202686544	0.0010498547822	0.00595845016	0.033531377988	0.11047376016	0.19713427026	0.497503238	0.14727202886
