 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
t	0.884199092	0.1133455142	0.0012409936594	0.000541335891	9.5309731766e-05	0.000112270007066	4.55251252828e-05	8.68328095398e-05	9.99384444723e-05	0.000156478320326	7.67414700553e-05
a	0.710058678	0.26283843388	0.003858528514	0.0027251378368	0.00504779548538	0.00155518622208	0.00110792619908	0.00158222966026	0.000463355542981	0.000476874377987	0.0102858671416
p	0.3178761074	0.64332340826	0.024975436266	0.00586560993	0.00170298374521	0.000265408250476	0.000183957437418	0.000843326718668	0.000580904945636	0.00396342705274	0.000419432939026
e	0.3039423916	0.621520284	0.06110874514	0.004990540454	0.0067576088602	0.0004013463504	0.00016166215452	0.00012668041208	5.6200251972e-05	0.000132235813317	0.000802370778974
d	0.18718898832	0.78956102	0.0203555553	0.001075291808	0.000443230869128	7.4018976314e-05	0.000276987232383	7.16753880763e-05	3.69650658597e-05	0.000148010916063	0.000768307428264
ì	0.101450974528	0.65613282	0.1776797894	0.03128891936	0.027581116734	0.001123847256	0.0016135969864	0.00036227090486	0.00026893956812	0.00063741137791	0.00186027499485
a	0.057998059348	0.682743738	0.250006334	0.00837105608	0.000594915009848	0.000154805205172	5.96625064732e-05	2.16046606441e-05	8.82202889008e-06	1.80326747232e-05	2.29804661112e-05
m	0.01164528734	0.3011580512	0.5173471	0.1481799114	0.010562280616	0.002032987214	0.0019274203984	0.00104105462441	0.000482503037347	0.0010361372354	0.00458725905608
i	0.021452548354	0.1640558214	0.62845436	0.0776583952	0.0815020925	0.002758052394	0.002474556248	0.00052375277446	0.0006938406211	0.00144906368767	0.0189775394674
n	0.0306798844348	0.06674121086	0.766720326	0.1193441748	0.0114497912216	0.00189737558708	0.00117557325058	0.00041118069802	0.000486530427792	0.000365983637374	0.00072793794339
c	0.017946344334	0.05041895412	0.580578674	0.251431026	0.0698810602	0.003702492	0.004403480042	0.0008747121472	0.0007715799358	0.0023455424685	0.0176461144071
i	0.04550662256	0.12773417987	0.42157407688	0.3068108466	0.0268984496	0.00627780942	0.0087980330317	0.0030173259526	0.0011386960374	0.0059218034226	0.0463221483381
à	0.115977637392	0.0308589058	0.3760492756	0.451386214	0.02008294506	0.003017998044	0.00182758579354	0.000268197608506	0.00022186810918	0.000267253302252	4.21038573404e-05
è	0.0032704003498	0.0061654653	0.1392663124	0.77400113	0.040217568446	0.009170796558	0.00713876872128	0.00611193671762	0.005174552157	0.00714093401791	0.0023421857697
r	0.002222843578	0.003504814206	0.0319481139	0.798670816	0.09325310466	0.0265459904	0.0161670230728	0.0072693446288	0.0044737581744	0.00799666898733	0.00794754118624
k	0.0014783023434	0.00222635279	0.039221091	0.5410641764	0.3464440174	0.042815429508	0.015793006608	0.0015699256876	0.0014712417556	0.00679241119217	0.0011240688109
u	0.024385899652	0.0352177043186	0.09556820342	0.379202184	0.3296705604	0.025130655	0.065974167614	0.015307504404	0.00497361223114	0.0117098995375	0.0128596198381
t	0.0055816969956	0.002171315232	0.0093154129	0.2987130826	0.362267004	0.270735748	0.03366287978	0.007017825716	0.0058176222134	0.00425072153682	0.000466731037866
t	0.0005899537538	0.00588147874864	0.014010806766	0.185931701	0.652533708	0.07334769712	0.02486040672	0.0057752087726	0.0040872780562	0.0191978158725	0.0137839521497
e	0.00193040691472	0.00545431728843	0.0313505764354	0.1876603528	0.534989	0.1114404968	0.09375375867	0.010023511758	0.00377051557958	0.0139715328549	0.00565553038076
n	0.001072303709	0.0014584450808	0.0027189265228	0.06060813868	0.452049869	0.377336557	0.07947409716	0.012013875004	0.007215223408	0.00463037256588	0.00142219264415
d	0.00081927910394	0.0128177784549	0.006569419186	0.0629253166	0.595588694	0.148557263	0.0755856816	0.026909723172	0.0113451530648	0.0325513665392	0.026330302918
i	0.00540096346886	0.0134394106247	0.006534666932	0.05025651594	0.432122276	0.279273286	0.13457806672	0.0273602552	0.01291321794	0.02451338271	0.01360794916
m	0.006559298714	0.0031633639684	0.00364534386	0.02385762454	0.304769342	0.387138362	0.1831690654	0.0470237554	0.01954651779	0.01332341753	0.00780390277
è	0.0027910629714	0.0192458489184	0.00485401175	0.01806706844	0.50974179	0.1925901076	0.1523548542	0.02437958016	0.01019192866	0.022181386849	0.043602353434
n	0.0052573210726	0.0019593987434	0.001750022364	0.02133552628	0.2380480342	0.364953022	0.2103943552	0.09910183616	0.03688855682	0.01950849175	0.00080341084
i	0.00701581548174	0.0151766173646	0.0018220987568	0.0701389491	0.3869907562	0.1432526766	0.274075436	0.0423475352	0.01429582815	0.016203709146	0.028680533094
à	0.013614279542	0.014293799958	0.005212805918	0.00718553307	0.06538929392	0.226273886	0.29928473	0.250643553	0.0828533082	0.03005174314	0.005197080826
t	0.00398734835	0.004424718228	0.0034557362778	0.008932168874	0.051518618364	0.1211582356	0.3460725046	0.2214483948	0.177506242	0.0515957396774	0.009900318264
t	0.00107921462275	0.005608577226	0.001167268441	0.006390206144	0.15125065146	0.141210614	0.2713701966	0.1945345836	0.15133904692	0.061781574776	0.0142681016586
